district,brand_name,branch_name,addr_raw,address_norm,source_id,center_source,match_level,lon,lat
新市,統一超商股份有限公司,台南縣第一三七分公司,臺南市新市區南科三路17號1樓、19樓1樓,台南市新市區南科三路17號,80031271,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
新市,統一超商股份有限公司,台南縣第三十八分公司,臺南市新市區復興路59、61、63號1樓,台南市新市區復興路59、61、63號,89406756,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
新市,統一超商股份有限公司,台南縣第三十六分公司,臺南市新市區社內村1鄰社內12之5號1樓,台南市新市區社內村1鄰社內12之5號,28432937,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
新營區,全家便利商店股份有限公司,台南市第二四一分公司,臺南市新營區大宏里三民路52號1樓,台南市新營區大宏里三民路52號,24815461,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
新營區,全家便利商店股份有限公司,新營新興分公司,臺南市新營區忠政里中正路39之9號1樓,台南市新營區忠政里中正路39之9號,80035207,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
新營區,全聯實業股份有限公司,新營三民分公司,臺南市新營區大宏里三民路18號1樓,台南市新營區大宏里三民路18號,95438903,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
新營區,統一超商股份有限公司,台南市四十四分公司,臺南市新營區太子宮142之34號,台南市新營區太子宮142之34號,70802735,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
新營區,統一超商股份有限公司,台南市第四四九分公司,臺南市新營區太子宮140之2號1樓,台南市新營區太子宮140之2號,93784506,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
東區,全家便利商店股份有限公司,台南市第二五九分公司,臺南市東區大學里長榮路三段39號1、2樓,台南市東區大學里長榮路3段39號,83557186,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
東區,全家便利商店股份有限公司,台南市第二八六分公司,臺南市東區忠孝里中華東路三段380巷1號1樓,台南市東區忠孝里中華東路3段380巷1號,90225796,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
東區,全家便利商店股份有限公司,台南市第二六一分公司,臺南市東區大福里榮譽街61號,台南市東區大福里榮譽街61號,83636703,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
東區,統一超商股份有限公司,台南巿第１００分公司,臺南市東區路東里大同路二段九十五–３號１樓,台南市東區路東里大同路2段九十五–3號,16081767,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
東區,統一超商股份有限公司,台南巿第十九分公司,臺南市東區林森路一段184號1樓,台南市東區林森路1段184號,22660342,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
東區,統一超商股份有限公司,台南市第二九八分公司,臺南市東區林森路2段192巷24弄5、7號1樓,台南市東區林森路2段192巷24弄5、7號,24817284,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
東區,統一超商股份有限公司,台南市第二四六分公司,臺南市東區大智里德東街101號1樓,台南市東區大智里德東街101號,54387212,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
東區,統一超商股份有限公司,臺南巿第四十三分公司,臺南市東區大興里大同路一段２５７、２５９、２６１號１樓,台南市東區大興里大同路1段257、259、261號,23825482,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
東區,萊爾富國際股份有限公司,台南南森分公司,臺南市東區林森路2段192巷29號1樓,台南市東區林森路2段192巷29號,80538257,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
東區,萊爾富國際股份有限公司,第四一0九分公司,臺南市東區大同里大同路1段59號1樓,台南市東區大同里大同路1段59號,53671772,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
東山區,統一超商股份有限公司,台南市第二一七分公司,臺南市東山區前大埔191號1樓,台南市東山區前大埔191號,53665390,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
東山區,統一超商股份有限公司,台南市第四一五分公司,臺南市東山區科里里枋子林74之6號1樓,台南市東山區科里里枋子林74之6號,90182115,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
柳營區,全家便利商店股份有限公司,柳營重溪分公司,臺南市柳營區重溪村小腳腿12號1樓,台南市柳營區重溪村小腳腿12號,80027467,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
柳營區,統一超商股份有限公司,台南市第三五五分公司,臺南市柳營區果毅里果毅後14-1號1樓,台南市柳營區果毅里果毅後14號,83140371,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
歸仁區,統一超商股份有限公司,台南市第二九六分公司,臺南市歸仁區大潭里中正南路3段22號1樓,台南市歸仁區大潭里中正南路3段22號,24816932,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
歸仁區,統一超商股份有限公司,台南市第四七二分公司,臺南市歸仁區大潭里長榮路一段297之1號1樓,台南市歸仁區大潭里長榮路1段297之1號,95452637,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
歸仁區,統一超商股份有限公司,台南縣第一一０分公司,臺南市歸仁區南興村一鄰民生北街一０六號一樓,台南市歸仁區南興村一鄰民生北街一0六號,70763418,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
歸仁區,統一超商股份有限公司,台南縣第一九三分公司,臺南市歸仁區大廟村10鄰大廟一街1號1樓,台南市歸仁區大廟村10鄰大廟一街1號,27948963,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
永康區,統一超商股份有限公司,台南市第三七八分公司,臺南市永康區中華路617之1號1樓,台南市永康區中華路617之1號,90717764,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
永康區,統一超商股份有限公司,台南市第二三六分公司,臺南市永康區新樹里中山北路634巷7號1樓,台南市永康區新樹里中山北路634巷7號,54374390,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
永康區,統一超商股份有限公司,台南市第二六五分公司,臺南市永康區二王里忠孝路429巷15弄6號1樓,台南市永康區二王里忠孝路429巷15弄6號,24800262,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
永康區,統一超商股份有限公司,台南市第二十七分公司,臺南市永康區成功里中華路10巷2號1樓、中華路8-7號1樓,台南市永康區成功里中華路10巷2號,97160087,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
永康區,統一超商股份有限公司,台南市第四七九分公司,臺南市永康區大橋里大橋一街245號1樓,台南市永康區大橋里大橋一街245號,00032512,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
永康區,統一超商股份有限公司,台南縣第８７分公司,臺南市永康區埔園里二十四鄰中正路一０二號一樓,台南市永康區埔園里二十四鄰中正路一0二號,16833535,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
永康區,統一超商股份有限公司,台南縣第二二０分公司,臺南市永康區大灣里民族路409號1樓,台南市永康區大灣里民族路409號,28428856,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
白河區,統一超商股份有限公司,台南縣第一七九分公司,臺南市白河區昇安里1鄰三間厝2-56號1樓,台南市白河區昇安里1鄰三間厝2號,27932054,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
白河區,統一超商股份有限公司,台南縣第二一八分公司,臺南市白河區仙草6-30號1樓,台南市白河區仙草6號,28428504,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
白河區,統一超商股份有限公司,台南縣第二○九分公司,臺南市白河區河東里9鄰糞箕湖122之35號,台南市白河區河東里9鄰糞箕湖122之35號,28421426,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
白河區,萊爾富國際股份有限公司,第四五八二分公司,臺南市白河區關嶺里38之1號1樓,台南市白河區關嶺里38之1號,54912052,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
西港區,全聯實業股份有限公司,西港新興分公司,臺南市西港區慶安里新興街8之78號,台南市西港區慶安里新興街8之78號,51013302,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
西港區,統一超商股份有限公司,台南市第八十三分公司,臺南市西港區營西村1鄰1號,台南市西港區營西村1鄰1號,70824999,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
鹽水區,全家便利商店股份有限公司,鹽水朝琴分公司,臺南市鹽水區水秀里朝琴路140之2號1樓,台南市鹽水區水秀里朝琴路140之2號,27925027,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
鹽水區,全聯實業股份有限公司,台南鹽水分公司,臺南市鹽水區後厝70號,台南市鹽水區後厝70號,53006735,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
鹽水區,統一超商股份有限公司,台南縣第一八五分公司,臺南市鹽水區歡雅里2鄰26號,台南市鹽水區歡雅里2鄰26號,27935144,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
鹽水區,統一超商股份有限公司,台南縣第二一七分公司,臺南市鹽水區義稠110之19號,台南市鹽水區義稠110之19號,28428498,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
麻豆區,全聯實業股份有限公司,麻豆博愛分公司,臺南市麻豆區大埕里博愛路3-1號1、2樓,台南市麻豆區大埕里博愛路3號,90620614,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
麻豆區,全聯實業股份有限公司,麻豆興中分公司,臺南市麻豆區東角里興中路248之21號,台南市麻豆區東角里興中路248之21號,43220601,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
麻豆區,統一超商股份有限公司,台南市第三五八分公司,臺南市麻豆區井東里磚子井141-21號1樓,台南市麻豆區井東里磚子井141號,83140689,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
麻豆區,統一超商股份有限公司,台南市第二九七分公司,臺南市麻豆區油車里油車24-1號1樓,台南市麻豆區油車里油車24號,24817067,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
麻豆區,統一超商股份有限公司,台南市第四五八分公司,臺南市麻豆區謝厝寮里謝厝寮30-30號1樓,台南市麻豆區謝厝寮里謝厝寮30號,94239982,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
麻豆區,統一超商股份有限公司,台南縣第一九七分公司,臺南市麻豆區晉江里民權路10之1號1樓,台南市麻豆區晉江里民權路10之1號,28410498,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
麻豆區,統一超商股份有限公司,台南縣第二０五分公司,臺南市麻豆區南勢里16鄰南勢36-205號,台南市麻豆區南勢里16鄰南勢36號,28417582,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
麻豆區,統一超商股份有限公司,台南縣第二二八分公司,臺南市麻豆區大山里8鄰大山腳1之80號1樓,台南市麻豆區大山里8鄰大山腳1之80號,28436434,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
麻豆區,萊爾富國際股份有限公司,第三六六九分公司,臺南市麻豆區寮里寮子166之17號1樓,台南市麻豆區寮里寮子166之17號,28974453,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
麻豆區,萊爾富國際股份有限公司,第四二六九分公司,臺南市麻豆區麻口里麻豆口1之39號,台南市麻豆區麻口里麻豆口1之39號,24808497,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
龍崎區,統一超商股份有限公司,台南市第四一七分公司,臺南市龍崎區楠坑里楠坑12之1號1樓,台南市龍崎區楠坑里楠坑12之1號,90182136,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
龍崎區,統一超商股份有限公司,台南市第四一六分公司,臺南市龍崎區楠坑里楠坑12之1號1樓,台南市龍崎區楠坑里楠坑12之1號,90182121,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
龍崎區,統一超商股份有限公司,台南市第四五四分公司,臺南市龍崎區崎頂里新市子202號1樓,台南市龍崎區崎頂里新市子202號,94185297,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
,統一超商股份有限公司,臺南市第８分公司,臺南市中華路一段６１２號１樓,台南市中華路1段612號,22656473,map.com.tw-js:iMarker,PAGE_FALLBACK,121.485900,24.997100
