id,source_table,source_id,district,project_name,road,builder,household,use_zoning,main_use,main_material,declare_date,selling_period,building_lands,building_permit_date,building_permit_no,first_registration_date,address_seed,address_norm,lon,lat,center_source,match_level,extra,created_at,updated_at,geom_center_wkt
599,presale_csv,善化區|誠銳幸福配方|溪尾71號旁|(112)南工造字第02827號,善化區,誠銳幸福配方,溪尾71號旁,誠銳建設有限公司劉惠榆,21,鄉村區乙種建築用地,住家用,鋼筋混凝土造,1130215,自售:1130301~1150228,灣裡段1301-8地號,,(112)南工造字第02827號,,台南市善化區溪尾71號旁,台南市善化區溪尾71號,,,NONE,NONE,"{'builder': '誠銳建設有限公司劉惠榆', 'main_use': '住家用', 'household': '21', 'use_zoning': '鄉村區乙種建築用地', 'declare_date': '1130215', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:1130301~1150228', 'building_permit_no': '(112)南工造字第02827號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
464,presale_csv,善化區|鄉景善品|溪尾198號旁|(112)南工造字第01228號,善化區,鄉景善品,溪尾198號旁,鄉景建設開發有限公司,18,鄉村區乙種建築用地,住家用,鋼筋混凝土造,1120529,自售:112年06月03日至銷售完畢,什美段269地號,,(112)南工造字第01228號,,台南市善化區溪尾198號旁,台南市善化區溪尾198號,,,NONE,NONE,"{'builder': '鄉景建設開發有限公司', 'main_use': '住家用', 'household': '18', 'use_zoning': '鄉村區乙種建築用地', 'declare_date': '1120529', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:112年06月03日至銷售完畢', 'building_permit_no': '(112)南工造字第01228號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
823,presale_csv,善化區|鄉景尚品|六分寮260號旁|(113)南工造字第02326號,善化區,鄉景尚品,六分寮260號旁,鄉樺建設有限公司,44,鄉村區乙種建築用地,住家用,鋼筋混凝土造,1140219,自售:1140220至銷售完畢,大同段522地號,,(113)南工造字第02326號,,台南市善化區六分寮260號旁,台南市善化區六分寮260號,,,NONE,NONE,"{'builder': '鄉樺建設有限公司', 'main_use': '住家用', 'household': '44', 'use_zoning': '鄉村區乙種建築用地', 'declare_date': '1140219', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:1140220至銷售完畢', 'building_permit_no': '(113)南工造字第02326號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
510,presale_csv,善化區|鄉景御品|溪尾102號之3旁|南工造字第第01892號,善化區,鄉景御品,溪尾102號之3旁,鄉樺建設有限公司,42,鄉村區,住家用,鋼筋混凝土造,1120809,自售:112年8月19日起至銷售完畢,灣裡段1161地號,,南工造字第第01892號,,台南市善化區溪尾102號之3旁,台南市善化區溪尾102號,,,NONE,NONE,"{'builder': '鄉樺建設有限公司', 'main_use': '住家用', 'household': '42', 'use_zoning': '鄉村區', 'declare_date': '1120809', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:112年8月19日起至銷售完畢', 'building_permit_no': '南工造字第第01892號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
397,presale_csv,善化區|鄉景森品|東勢宅48號旁|(112)南工造字第00514號,善化區,鄉景森品,東勢宅48號旁,鄉景建設開發有限公司,53,特定農業區甲種建築用地,住家用,鋼筋混凝土造,1120210,自售:112年02月19日至銷售完畢,灣裡段498地號,,(112)南工造字第00514號,,台南市善化區東勢宅48號旁,台南市善化區東勢宅48號,,,NONE,NONE,"{'builder': '鄉景建設開發有限公司', 'main_use': '住家用', 'household': '53', 'use_zoning': '特定農業區甲種建築用地', 'declare_date': '1120210', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:112年02月19日至銷售完畢', 'building_permit_no': '(112)南工造字第00514號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
605,presale_csv,善化區|鄉景馨品|什乃17之11號旁|(112)南工造字第02737號,善化區,鄉景馨品,什乃17之11號旁,鄉樺建設有限公司,36,鄉村區乙種建築用地,住家用,鋼筋混凝土造,1130222,自售:1130225~至銷售完畢,什美段715地號,,(112)南工造字第02737號,,台南市善化區什乃17之11號旁,台南市善化區什乃17之11號,,,NONE,NONE,"{'builder': '鄉樺建設有限公司', 'main_use': '住家用', 'household': '36', 'use_zoning': '鄉村區乙種建築用地', 'declare_date': '1130222', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:1130225~至銷售完畢', 'building_permit_no': '(112)南工造字第02737號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
623,presale_csv,善化區|鄉景麗品|坐駕20號之1旁|(113)南工造字第00541-01號,善化區,鄉景麗品,坐駕20號之1旁,鄉景建設開發有限公司,54,住宅區,住家用,鋼筋混凝土造,1130322,自售:1130413至銷售完畢,大成段1409地號,,(113)南工造字第00541-01號,,台南市善化區坐駕20號之1旁,台南市善化區坐駕20號,,,NONE,NONE,"{'builder': '鄉景建設開發有限公司', 'main_use': '住家用', 'household': '54', 'use_zoning': '住宅區', 'declare_date': '1130322', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:1130413至銷售完畢', 'building_permit_no': '(113)南工造字第00541-01號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
928,presale_csv,善化區|金福砌.天天開心6|東勢寮|(114)南工造字第01315號,善化區,金福砌.天天開心6,東勢寮,緯翔建設有限公司,9,鄉村區乙種建築用地,住家用,鋼筋混凝土,1141107,自售:1141107~1161231,東勢寮段二小段511地號,,(114)南工造字第01315號,,台南市善化區東勢寮,台南市善化區東勢寮,,,NONE,NONE,"{'builder': '緯翔建設有限公司', 'main_use': '住家用', 'household': '9', 'use_zoning': '鄉村區乙種建築用地', 'declare_date': '1141107', 'main_material': '鋼筋混凝土', 'building_lands': None, 'selling_period': '自售:1141107~1161231', 'building_permit_no': '(114)南工造字第01315號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
704,presale_csv,大內區|內山村|石城里石仔瀨26號旁|(112)南工造字第02565號,大內區,內山村,石城里石仔瀨26號旁,光庭建設有限公司 負責人:黃泓元,11,1110~1110-5:住宅區,1113~1113-4:農業區,住宅,鋼筋混凝土,1130806,石仔瀨段1110地號,,(112)南工造字第02565號,,台南市大內區石城里石仔瀨26號旁,台南市大內區石城里石仔瀨26號,,,NONE,NONE,"{'builder': '光庭建設有限公司 負責人:黃泓元', 'main_use': '1113~1113-4:農業區', 'household': '11', 'use_zoning': '1110~1110-5:住宅區', 'declare_date': '鋼筋混凝土', 'main_material': '住宅', 'building_lands': None, 'selling_period': '1130806', 'building_permit_no': '(112)南工造字第02565號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
542,presale_csv,大內區|萊茵河第2期|石子瀨125號對面|(112)南工造字第00537-01號,大內區,萊茵河第2期,石子瀨125號對面,中業營造股份有限公司,17,住宅區,集合住宅,鋼筋混凝土造,1121006,自售:無,石仔瀨段213-1地號,,(112)南工造字第00537-01號,,台南市大內區石子瀨125號對面,台南市大內區石子瀨125號,,,NONE,NONE,"{'builder': '中業營造股份有限公司', 'main_use': '集合住宅', 'household': '17', 'use_zoning': '住宅區', 'declare_date': '1121006', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:無', 'building_permit_no': '(112)南工造字第00537-01號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
555,presale_csv,學甲區|印象米蘭|麻學路三段465巷16號|(112)南工造字第02001,學甲區,印象米蘭,麻學路三段465巷16號,泉富開發建設有限公司,4,鄉村區乙種建築用地,住宅,鋼筋混凝土造,1121102,自售:1121201~ó.,麻學路三段465巷16號,,(112)南工造字第02001,,台南市學甲區麻學路三段465巷16號,台南市學甲區麻學路3段465巷16號,,,NONE,NONE,"{'builder': '泉富開發建設有限公司', 'main_use': '住宅', 'household': '4', 'use_zoning': '鄉村區乙種建築用地', 'declare_date': '1121102', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:1121201~ó\x8c.', 'building_permit_no': '(112)南工造字第02001', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
678,presale_csv,學甲區|杉禾苑|賴氏宗祠旁|(113)南工造字第01339號,學甲區,杉禾苑,賴氏宗祠旁,鈗萬建設有限公司 代表人:吳明學,34,鄉村區乙種建築用地,住家用,鋼筋混凝土造,1130626,自售:1130626~.&#140,草坔段0343-0043地號,,(113)南工造字第01339號,,台南市學甲區賴氏宗祠旁,台南市學甲區賴氏宗祠旁,,,NONE,NONE,"{'builder': '鈗萬建設有限公司 代表人:吳明學', 'main_use': '住家用', 'household': '34', 'use_zoning': '鄉村區乙種建築用地', 'declare_date': '1130626', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:1130626~.&#140', 'building_permit_no': '(113)南工造字第01339號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
86,presale_csv,學甲區|松景園(第六期)|草?段269地號等9筆|(110)南工造字第03470號,學甲區,松景園(第六期),草?段269地號等9筆,永浚建設股份有限公司,8,住宅區,住家用,鋼筋混凝土造,1101111,自售:1101120~1121120,草坔269地號,,(110)南工造字第03470號,,台南市學甲區草?段269地號等9筆,台南市學甲區草?段269地號,,,NONE,NONE,"{'builder': '永浚建設股份有限公司', 'main_use': '住家用', 'household': '8', 'use_zoning': '住宅區', 'declare_date': '1101111', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:1101120~1121120', 'building_permit_no': '(110)南工造字第03470號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
831,presale_csv,安南區|一字得|永續一街|(113)南工造字02260-01號,安南區,一字得,永續一街,上隆開發建設股份有限公司,300,住六-1 住宅區,店鋪、集合住宅,鋼筋混凝土造,1140227,自售:無,國安段1766地號,,(113)南工造字02260-01號,,台南市安南區永續一街,台南市安南區永續一街,,,NONE,NONE,"{'builder': '上隆開發建設股份有限公司', 'main_use': '店鋪、集合住宅', 'household': '300', 'use_zoning': '住六-1 住宅區', 'declare_date': '1140227', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:無', 'building_permit_no': '(113)南工造字02260-01號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
609,presale_csv,安南區|世界之心|本田路二段和工業五路 路口|(112)南工造字第00033,安南區,世界之心,本田路二段和工業五路 路口,承逸開發建設股份有限公司,542,住三-1 住宅區,店鋪、里民中心、集合住宅,鋼筋混凝土構造,1130301,自售:無,科工段86地號,,(112)南工造字第00033,,台南市安南區本田路二段和工業五路 路口,台南市安南區本田路2段和工業五路路口,,,NONE,NONE,"{'builder': '承逸開發建設股份有限公司', 'main_use': '店鋪、里民中心、集合住宅', 'household': '542', 'use_zoning': '住三-1 住宅區', 'declare_date': '1130301', 'main_material': '鋼筋混凝土構造', 'building_lands': None, 'selling_period': '自售:無', 'building_permit_no': '(112)南工造字第00033', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
866,presale_csv,安南區|合恆 寓紳鄰-曙光|安中路四段211巷附近|(113)南工造字第00222-01號,安南區,合恆 寓紳鄰-曙光,安中路四段211巷附近,僑馥建築經理股份有限公司,44,住三-1住宅區,H2集合住宅,鋼筋混凝土造,1140515,自售:1140801~1150731,淵南段519-2地號,,(113)南工造字第00222-01號,,台南市安南區安中路四段211巷附近,台南市安南區安中路4段211巷附近,,,NONE,NONE,"{'builder': '僑馥建築經理股份有限公司', 'main_use': 'H2集合住宅', 'household': '44', 'use_zoning': '住三-1住宅區', 'declare_date': '1140515', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:1140801~1150731', 'building_permit_no': '(113)南工造字第00222-01號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
904,presale_csv,安南區|合恆   寓紳鄰-黎明|安中路四段211巷附近|(114)南工造字第00493-01號,安南區,合恆   寓紳鄰-黎明,安中路四段211巷附近,合恆建設有限公司 負責人：王照林,62,「住三-1」住宅區,住家用,鋼筋混凝土造,1140910,自售:1141101~1161031,淵南段519地號,,(114)南工造字第00493-01號,,台南市安南區安中路四段211巷附近,台南市安南區安中路4段211巷附近,,,NONE,NONE,"{'builder': '合恆建設有限公司 負責人：王照林', 'main_use': '住家用', 'household': '62', 'use_zoning': '「住三-1」住宅區', 'declare_date': '1140910', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:1141101~1161031', 'building_permit_no': '(114)南工造字第00493-01號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
408,presale_csv,安南區|安中盛市|安中路二段766巷43號旁|111南工造字第02709號,安南區,安中盛市,安中路二段766巷43號旁,席揚建設開發有限公司,9,住五住宅區,住商用,鋼筋混凝土造,1120303,自售:1120327~·,海北段805地號,,111南工造字第02709號,,台南市安南區安中路二段766巷43號旁,台南市安南區安中路2段766巷43號,,,NONE,NONE,"{'builder': '席揚建設開發有限公司', 'main_use': '住商用', 'household': '9', 'use_zoning': '住五住宅區', 'declare_date': '1120303', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:1120327~\x8c·', 'building_permit_no': '111南工造字第02709號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
867,presale_csv,安南區|宜室感|安和路一段215巷30號旁|(114)南工造字第00102號,安南區,宜室感,安和路一段215巷30號旁,文福開發建設有限公司,24,臺南市,集合住宅,鋼筋混凝土造,1140520,自售:1140531~自完售止,安西段473地號,,(114)南工造字第00102號,,台南市安南區安和路一段215巷30號旁,台南市安南區安和路1段215巷30號,,,NONE,NONE,"{'builder': '文福開發建設有限公司', 'main_use': '集合住宅', 'household': '24', 'use_zoning': '臺南市', 'declare_date': '1140520', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:1140531~自完售止', 'building_permit_no': '(114)南工造字第00102號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
170,presale_csv,安南區|晨夏|城北街871巷|(110)南工造字第04311號,安南區,晨夏,城北街871巷,九鈿建設開發股份有限公司,5,住宅區,住家用,鋼筋混凝土構造,1110314,自售:1110501~1120930,青草崙段357-100地號,,(110)南工造字第04311號,,台南市安南區城北街871巷,台南市安南區城北街871巷,,,NONE,NONE,"{'builder': '九鈿建設開發股份有限公司', 'main_use': '住家用', 'household': '5', 'use_zoning': '住宅區', 'declare_date': '1110314', 'main_material': '鋼筋混凝土構造', 'building_lands': None, 'selling_period': '自售:1110501~1120930', 'building_permit_no': '(110)南工造字第04311號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
570,presale_csv,安南區|毅陽晶典13|安和路一段220巷22號對面|(112)南工造字第00765號,安南區,毅陽晶典13,安和路一段220巷22號對面,毅陽建設有限公司,18,住宅區,住家用,鋼筋混凝土造,1121207,自售:無,安東段531地號,,(112)南工造字第00765號,,台南市安南區安和路一段220巷22號對面,台南市安南區安和路1段220巷22號,,,NONE,NONE,"{'builder': '毅陽建設有限公司', 'main_use': '住家用', 'household': '18', 'use_zoning': '住宅區', 'declare_date': '1121207', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:無', 'building_permit_no': '(112)南工造字第00765號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
106,presale_csv,安南區|淳境九份子|樂活10街|(110)南工造字第03720,安南區,淳境九份子,樂活10街,尚邑開發建設有限公司,7,住宅區,住家用,鋼筋混凝土造,1101209,自售:無,國安段1652地號,,(110)南工造字第03720,,台南市安南區樂活10街,台南市安南區樂活10街,,,NONE,NONE,"{'builder': '尚邑開發建設有限公司', 'main_use': '住家用', 'household': '7', 'use_zoning': '住宅區', 'declare_date': '1101209', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:無', 'building_permit_no': '(110)南工造字第03720', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
233,presale_csv,安南區|薈萃居7|國安段 1590 地號等9筆|(111)南工造字第00829號,安南區,薈萃居7,國安段 1590 地號等9筆,銓詠建設事業股份有限公司,8,住宅區,住家用,鋼筋混凝土造,1110610,自售:無,國安段1590地號,,(111)南工造字第00829號,,台南市安南區國安段 1590 地號等9筆,台南市安南區國安段1590地號,,,NONE,NONE,"{'builder': '銓詠建設事業股份有限公司', 'main_use': '住家用', 'household': '8', 'use_zoning': '住宅區', 'declare_date': '1110610', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:無', 'building_permit_no': '(111)南工造字第00829號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
683,presale_csv,安南區|連建勤學|安和路三段|(113)南工造字第01148號,安南區,連建勤學,安和路三段,連建建設股份有限公司,41,住宅區,G3店鋪（<500 m2）、H2集合住宅、停車空間,鋼筋混凝土造,1130705,自售:無,新順段966地號,,(113)南工造字第01148號,,台南市安南區安和路三段,台南市安南區安和路3段,,,NONE,NONE,"{'builder': '連建建設股份有限公司', 'main_use': 'G3店鋪（<500 m2）、H2集合住宅、停車空間', 'household': '41', 'use_zoning': '住宅區', 'declare_date': '1130705', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:無', 'building_permit_no': '(113)南工造字第01148號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
292,presale_csv,安定區|32泊|海寮|(111)南工造字第02287號,安定區,32泊,海寮,展泓建設股份有限公司,32,住宅區,鄉村區乙種建築用地,鋼筋混凝土造,1110831,自售:無,海安段162地號,,(111)南工造字第02287號,,台南市安定區海寮,台南市安定區海寮,,,NONE,NONE,"{'builder': '展泓建設股份有限公司', 'main_use': '鄉村區乙種建築用地', 'household': '32', 'use_zoning': '住宅區', 'declare_date': '1110831', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:無', 'building_permit_no': '(111)南工造字第02287號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
415,presale_csv,安定區|卓悅No7|安定29-5號旁|(111)南工造字01017號,安定區,卓悅No7,安定29-5號旁,恆曜建設有限公司負責人:簡國倫,17,住宅區,住家用,鋼筋混凝土造,1120310,自售:1110313~1150312,保安段370地號,,(111)南工造字01017號,,台南市安定區安定29-5號旁,台南市安定區安定29號,,,NONE,NONE,"{'builder': '恆曜建設有限公司負責人:簡國倫', 'main_use': '住家用', 'household': '17', 'use_zoning': '住宅區', 'declare_date': '1120310', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:1110313~1150312', 'building_permit_no': '(111)南工造字01017號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
243,presale_csv,安定區|南科日和|蘇林里|,安定區,南科日和,蘇林里,傢基建設開發有限公司,32,非都市土地鄉村區乙種建築用地,住宅,鋼筋混凝土造,1110623,自售:1110701~1111201,蘇林段720地號,,,,台南市安定區蘇林里,台南市安定區蘇林里,,,NONE,NONE,"{'builder': '傢基建設開發有限公司', 'main_use': '住宅', 'household': '32', 'use_zoning': '非都市土地鄉村區乙種建築用地', 'declare_date': '1110623', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:1110701~1111201', 'building_permit_no': None, 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
648,presale_csv,安定區|南科綻|許中營|(110)南工造字第04171-02號,安定區,南科綻,許中營,景大興建設有限公司,72,特定農業區、鄉村區,住家用,鋼筋混凝土造,1130527,自售:1130615~1150630,光榮段219地號,,(110)南工造字第04171-02號,,台南市安定區許中營,台南市安定區許中營,,,NONE,NONE,"{'builder': '景大興建設有限公司', 'main_use': '住家用', 'household': '72', 'use_zoning': '特定農業區、鄉村區', 'declare_date': '1130527', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:1130615~1150630', 'building_permit_no': '(110)南工造字第04171-02號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
537,presale_csv,安定區|南科闊朗朗|蘇厝|(112)南工造字第00643-01號,安定區,南科闊朗朗,蘇厝,禾逸開發股份有限公司,72,鄉村區乙種建築用地,集合住宅,鋼筋混凝土造,1120926,自售:1120926~1130810,蘇林段85地號,,(112)南工造字第00643-01號,,台南市安定區蘇厝,台南市安定區蘇厝,,,NONE,NONE,"{'builder': '禾逸開發股份有限公司', 'main_use': '集合住宅', 'household': '72', 'use_zoning': '鄉村區乙種建築用地', 'declare_date': '1120926', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:1120926~1130810', 'building_permit_no': '(112)南工造字第00643-01號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
640,presale_csv,安定區|呈豐日日35|市道178|(112)南工造字地01473號,安定區,呈豐日日35,市道178,呈豐建築開發有限公司,35,特定農業區甲種建築用地,集合住宅,鋼筋混凝土造,1130508,自售:無,六塊寮段3486地號,,(112)南工造字地01473號,,台南市安定區市道178,台南市安定區市道178,,,NONE,NONE,"{'builder': '呈豐建築開發有限公司', 'main_use': '集合住宅', 'household': '35', 'use_zoning': '特定農業區甲種建築用地', 'declare_date': '1130508', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:無', 'building_permit_no': '(112)南工造字地01473號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
892,presale_csv,安定區|大京藏六期|海寮172之5號對面|(114)南工造字第01451號,安定區,大京藏六期,海寮172之5號對面,珖揚建設有限公司(負責人:陳昭興),42,鄉村區乙種建築用地,H2集合住宅,鋼筋混凝土造,1140731,自售:1140801~至銷售完畢,海安段492地號,,(114)南工造字第01451號,,台南市安定區海寮172之5號對面,台南市安定區海寮172之5號,,,NONE,NONE,"{'builder': '珖揚建設有限公司(負責人:陳昭興)', 'main_use': 'H2集合住宅', 'household': '42', 'use_zoning': '鄉村區乙種建築用地', 'declare_date': '1140731', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:1140801~至銷售完畢', 'building_permit_no': '(114)南工造字第01451號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
755,presale_csv,安定區|大堂富域|港子尾48-3號旁|(113)南工造字第00362號,安定區,大堂富域,港子尾48-3號旁,大堂建設股份有限公司,70,鄉村區乙種建築用地,住家用,鋼筋混凝土造,1131025,自售:1140401~1160331,港尾段508地號,,(113)南工造字第00362號,,台南市安定區港子尾48-3號旁,台南市安定區港子尾48號,,,NONE,NONE,"{'builder': '大堂建設股份有限公司', 'main_use': '住家用', 'household': '70', 'use_zoning': '鄉村區乙種建築用地', 'declare_date': '1131025', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:1140401~1160331', 'building_permit_no': '(113)南工造字第00362號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
271,presale_csv,安定區|大麗Ai.1|安定里安定|(110)南工造字第03228號,安定區,大麗Ai.1,安定里安定,大麗建設有限公司,28,住宅區,住宅,鋼筋混凝土構造,1110729,自售:無,保安段195地號,,(110)南工造字第03228號,,台南市安定區安定里安定,台南市安定區安定里安定,,,NONE,NONE,"{'builder': '大麗建設有限公司', 'main_use': '住宅', 'household': '28', 'use_zoning': '住宅區', 'declare_date': '1110729', 'main_material': '鋼筋混凝土構造', 'building_lands': None, 'selling_period': '自售:無', 'building_permit_no': '(110)南工造字第03228號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
115,presale_csv,安定區|安定小時光8|中沙里中崙142-1號旁|(110)南工造字第03895號,安定區,安定小時光8,中沙里中崙142-1號旁,大瑭建設開發有限公司(負責人:林秉逸),25,一般農業區甲種建築用地,住家用,鋼筋混凝土造,1101228,自售:1110110~1110531,中沙段873地號,,(110)南工造字第03895號,,台南市安定區中沙里中崙142-1號旁,台南市安定區中沙里中崙142號,,,NONE,NONE,"{'builder': '大瑭建設開發有限公司(負責人:林秉逸)', 'main_use': '住家用', 'household': '25', 'use_zoning': '一般農業區甲種建築用地', 'declare_date': '1101228', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:1110110~1110531', 'building_permit_no': '(110)南工造字第03895號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
819,presale_csv,安定區|安慶時尚II|港子尾56之25旁|(110)南工造字第00615-02號,安定區,安慶時尚II,港子尾56之25旁,安慶建築開發股份有限公司,24,鄉村區乙種建築用地,H2：集合住宅；停車空間,鋼筋混凝土造,1140213,自售:無,港尾段703地號,,(110)南工造字第00615-02號,,台南市安定區港子尾56之25旁,台南市安定區港子尾56之25旁,,,NONE,NONE,"{'builder': '安慶建築開發股份有限公司', 'main_use': 'H2：集合住宅；停車空間', 'household': '24', 'use_zoning': '鄉村區乙種建築用地', 'declare_date': '1140213', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:無', 'building_permit_no': '(110)南工造字第00615-02號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
688,presale_csv,安定區|安藝墅|海寮167|(112)南工造字第03002號,安定區,安藝墅,海寮167,統盈開發建設有限公司,8,鄉村區乙種建築用地,住家用、停車空間,鋼筋混凝土造,1130712,自售:1130713~1131231,海安段359地號,,(112)南工造字第03002號,,台南市安定區海寮167,台南市安定區海寮167,,,NONE,NONE,"{'builder': '統盈開發建設有限公司', 'main_use': '住家用、停車空間', 'household': '8', 'use_zoning': '鄉村區乙種建築用地', 'declare_date': '1130712', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:1130713~1131231', 'building_permit_no': '(112)南工造字第03002號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
