id,source_table,source_id,district,project_name,road,builder,household,use_zoning,main_use,main_material,declare_date,selling_period,building_lands,building_permit_date,building_permit_no,first_registration_date,address_seed,address_norm,lon,lat,center_source,match_level,extra,created_at,updated_at,geom_center_wkt
750,presale_csv,北區|欣府城-君子樓|和緯路二段與育德二街交叉口|(113)南工造字第00450-01號,北區,欣府城-君子樓,和緯路二段與育德二街交叉口,臺億建築經理股份有限公司,606,「住四」住宅區、「住(申1)」住宅區,G3店鋪(<500m?)、H2集合住宅,鋼筋混凝土造,1131014,自售:無,小北段2000地號,,(113)南工造字第00450-01號,,台南市北區和緯路二段與育德二街交叉口,台南市北區和緯路2段與育德二街交叉口,,,NONE,NONE,"{'builder': '臺億建築經理股份有限公司', 'main_use': 'G3店鋪(<500m?)、H2集合住宅', 'household': '606', 'use_zoning': '「住四」住宅區、「住(申1)」住宅區', 'declare_date': '1131014', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:無', 'building_permit_no': '(113)南工造字第00450-01號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
127,presale_csv,北區|琉.金|北華段1117-0000|(110)南工造字第03081-01號,北區,琉.金,北華段1117-0000,永捷創新科技股份有限公司,44,「商四(1)」商業區,H-2集合住宅,鋼筋混凝土構造,1110114,自售:1120315~1191231,北華段1117地號,,(110)南工造字第03081-01號,,台南市北區北華段1117-0000,台南市北區北華段1117-0000,,,NONE,NONE,"{'builder': '永捷創新科技股份有限公司', 'main_use': 'H-2集合住宅', 'household': '44', 'use_zoning': '「商四(1)」商業區', 'declare_date': '1110114', 'main_material': '鋼筋混凝土構造', 'building_lands': None, 'selling_period': '自售:1120315~1191231', 'building_permit_no': '(110)南工造字第03081-01號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
793,presale_csv,北區|藏筑3|台南市北區文賢路|(113)南工造字第030098號,北區,藏筑3,台南市北區文賢路,長築興業有限公司,2,住宅區,住家、停車空間,鋼筋混凝土造,1131231,自售:無,小北段1296地號,,(113)南工造字第030098號,,台南市北區台南市北區文賢路,台南市北區台南市北區文賢路,,,NONE,NONE,"{'builder': '長築興業有限公司', 'main_use': '住家、停車空間', 'household': '2', 'use_zoning': '住宅區', 'declare_date': '1131231', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:無', 'building_permit_no': '(113)南工造字第030098號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
137,presale_csv,南區|敦煌.時坴|金華路一段352巷141弄41號|(110)南工造字第00409號,南區,敦煌.時坴,金華路一段352巷141弄41號,大乘營造工程有限公司,16,住宅區,住家用、停車空間,鋼筋混凝土造,1110125,自售:無,鹽埕段254地號,,(110)南工造字第00409號,,台南市南區金華路一段352巷141弄41號,台南市南區金華路1段352巷141弄41號,,,NONE,NONE,"{'builder': '大乘營造工程有限公司', 'main_use': '住家用、停車空間', 'household': '16', 'use_zoning': '住宅區', 'declare_date': '1110125', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:無', 'building_permit_no': '(110)南工造字第00409號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
747,presale_csv,南區|織筑藏樂6|中華南路|(113)南工造字第01442-01號,南區,織筑藏樂6,中華南路,台利開發有限公司,6,住宅區,住家用,鋼筋混凝土造,1131007,自售:1131014~1151014,華南段303-8地號,,(113)南工造字第01442-01號,,台南市南區中華南路,台南市南區中華南路,,,NONE,NONE,"{'builder': '台利開發有限公司', 'main_use': '住家用', 'household': '6', 'use_zoning': '住宅區', 'declare_date': '1131007', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:1131014~1151014', 'building_permit_no': '(113)南工造字第01442-01號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
465,presale_csv,善化區|Field Life S棟|成功新村8號旁|(111)南工造字第01306號,善化區,Field Life S棟,成功新村8號旁,僑昱建築股份有限公司,59,住宅區,住家用,鋼筋混凝土造,1120531,自售:無,圳西段220地號,,(111)南工造字第01306號,,台南市善化區成功新村8號旁,台南市善化區成功新村8號,,,NONE,NONE,"{'builder': '僑昱建築股份有限公司', 'main_use': '住家用', 'household': '59', 'use_zoning': '住宅區', 'declare_date': '1120531', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:無', 'building_permit_no': '(111)南工造字第01306號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
449,presale_csv,善化區|享樂家|什乃18-3號旁|(112)南工造字地00681號,善化區,享樂家,什乃18-3號旁,商捷建設股份有限公司,35,特定農業區甲種建築用地,住家用,鋼筋混凝土造,1120426,自售:1120426~1150430,曾文段1649地號,,(112)南工造字地00681號,,台南市善化區什乃18-3號旁,台南市善化區什乃18號,,,NONE,NONE,"{'builder': '商捷建設股份有限公司', 'main_use': '住家用', 'household': '35', 'use_zoning': '特定農業區甲種建築用地', 'declare_date': '1120426', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:1120426~1150430', 'building_permit_no': '(112)南工造字地00681號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
441,presale_csv,善化區|儷城欣欣6|茄拔|(112)南工造字第00566號,善化區,儷城欣欣6,茄拔,儷城建築開發有限公司,35,鄉村區乙種建築用地,住宅,鋼筋混凝土造,1120414,自售:無,茄拔段一小段1440-4地號,,(112)南工造字第00566號,,台南市善化區茄拔,台南市善化區茄拔,,,NONE,NONE,"{'builder': '儷城建築開發有限公司', 'main_use': '住宅', 'household': '35', 'use_zoning': '鄉村區乙種建築用地', 'declare_date': '1120414', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:無', 'building_permit_no': '(112)南工造字第00566號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
199,presale_csv,善化區|光年?新美世代|德興段-049-1 地號|(110)年南工造字第03546號,善化區,光年?新美世代,德興段-049-1 地號,新美世企業股份有限公司        負責人：林美珠,35,鄉村區乙種建築用地,H2集合住宅,鋼筋混凝土,1110429,自售:1110501~1111231,德興段49-1地號,,(110)年南工造字第03546號,,台南市善化區德興段-049-1 地號,台南市善化區德興段-049-1地號,,,NONE,NONE,"{'builder': '新美世企業股份有限公司        負責人：林美珠', 'main_use': 'H2集合住宅', 'household': '35', 'use_zoning': '鄉村區乙種建築用地', 'declare_date': '1110429', 'main_material': '鋼筋混凝土', 'building_lands': None, 'selling_period': '自售:1110501~1111231', 'building_permit_no': '(110)年南工造字第03546號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
342,presale_csv,善化區|南科之心6|陽明新村|(110)南工造字第02712號,善化區,南科之心6,陽明新村,晏丞建設有限公司,31,住宅區,集合住宅,鋼筋混凝土造,1111117,自售:1120103~直至售完,善駕段1136地號,,(110)南工造字第02712號,,台南市善化區陽明新村,台南市善化區陽明新村,,,NONE,NONE,"{'builder': '晏丞建設有限公司', 'main_use': '集合住宅', 'household': '31', 'use_zoning': '住宅區', 'declare_date': '1111117', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:1120103~直至售完', 'building_permit_no': '(110)南工造字第02712號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
718,presale_csv,善化區|南科之心7|陽明新村|(113)南工造字第01270號,善化區,南科之心7,陽明新村,晏丞建設有限公司,81,住宅區,店鋪、集合住宅,鋼筋混凝土造,1130820,自售:無,善駕段831地號,,(113)南工造字第01270號,,台南市善化區陽明新村,台南市善化區陽明新村,,,NONE,NONE,"{'builder': '晏丞建設有限公司', 'main_use': '店鋪、集合住宅', 'household': '81', 'use_zoning': '住宅區', 'declare_date': '1130820', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:無', 'building_permit_no': '(113)南工造字第01270號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
791,presale_csv,善化區|南科之心8|陽明新村|(113)南工造字第02899-01號,善化區,南科之心8,陽明新村,晏丞建設有限公司,4,住宅區,住家用,鋼筋混凝土造,1131230,自售:1140101~1151231,善駕段828地號,,(113)南工造字第02899-01號,,台南市善化區陽明新村,台南市善化區陽明新村,,,NONE,NONE,"{'builder': '晏丞建設有限公司', 'main_use': '住家用', 'household': '4', 'use_zoning': '住宅區', 'declare_date': '1131230', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:1140101~1151231', 'building_permit_no': '(113)南工造字第02899-01號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
11,presale_csv,善化區|南科寶石捷|胡厝寮|(110)南工造字第2616-2649號,善化區,南科寶石捷,胡厝寮,尚合力建設有限公司,34,鄉村區乙種建築用地,住家用,鋼筋混凝土造,1100810,自售:1100715~自完售止,胡厝段980地號,,(110)南工造字第2616-2649號,,台南市善化區胡厝寮,台南市善化區胡厝寮,,,NONE,NONE,"{'builder': '尚合力建設有限公司', 'main_use': '住家用', 'household': '34', 'use_zoning': '鄉村區乙種建築用地', 'declare_date': '1100810', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:1100715~自完售止', 'building_permit_no': '(110)南工造字第2616-2649號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
524,presale_csv,善化區|南科怡華悅|東勢寮11之1號正對面|(112)南工造字第1824-01號,善化區,南科怡華悅,東勢寮11之1號正對面,元邦建設開發股份有限公司,49,鄉村區,住家用,鋼筋混凝土造,1120905,自售:無,東勢寮段一小段713地號,,(112)南工造字第1824-01號,,台南市善化區東勢寮11之1號正對面,台南市善化區東勢寮11之1號,,,NONE,NONE,"{'builder': '元邦建設開發股份有限公司', 'main_use': '住家用', 'household': '49', 'use_zoning': '鄉村區', 'declare_date': '1120905', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:無', 'building_permit_no': '(112)南工造字第1824-01號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
828,presale_csv,善化區|吾寓三|東勢寮二小段|(113)南工造字第02325號,善化區,吾寓三,東勢寮二小段,信耘建設有限公司,24,鄉村區乙種建築用地,住家用,鋼筋混泥土造,1140224,自售:1140225~1150331,東勢寮段二小段756-2地號,,(113)南工造字第02325號,,台南市善化區東勢寮二小段,台南市善化區東勢寮二小段,,,NONE,NONE,"{'builder': '信耘建設有限公司', 'main_use': '住家用', 'household': '24', 'use_zoning': '鄉村區乙種建築用地', 'declare_date': '1140224', 'main_material': '鋼筋混泥土造', 'building_lands': None, 'selling_period': '自售:1140225~1150331', 'building_permit_no': '(113)南工造字第02325號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
810,presale_csv,善化區|城之芯|小新營12號|(113)南工造字第03146號,善化區,城之芯,小新營12號,永捷創新科技股份有限公司 負責人:張祐銘,98,商業區,H2集合住宅,鋼筋混凝土造,1140123,自售:1140201~1171231,北小新段346地號,,(113)南工造字第03146號,,台南市善化區小新營12號,台南市善化區小新營12號,,,NONE,NONE,"{'builder': '永捷創新科技股份有限公司 負責人:張祐銘', 'main_use': 'H2集合住宅', 'household': '98', 'use_zoning': '商業區', 'declare_date': '1140123', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:1140201~1171231', 'building_permit_no': '(113)南工造字第03146號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
176,presale_csv,善化區|奇詮齊全2|嘉北里茄拔|(111)南工造字第00472號,善化區,奇詮齊全2,嘉北里茄拔,奇詮開發有限公司,30,鄉村區乙種建築用地,住家用,鋼筋混凝土構造,1110321,自售:備查完成,茄拔段一小段1370地號,,(111)南工造字第00472號,,台南市善化區嘉北里茄拔,台南市善化區嘉北里茄拔,,,NONE,NONE,"{'builder': '奇詮開發有限公司', 'main_use': '住家用', 'household': '30', 'use_zoning': '鄉村區乙種建築用地', 'declare_date': '1110321', 'main_material': '鋼筋混凝土構造', 'building_lands': None, 'selling_period': '自售:備查完成', 'building_permit_no': '(111)南工造字第00472號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
281,presale_csv,善化區|宇晨植得|成功段及北小新段|111南工造字第02149號,善化區,宇晨植得,成功段及北小新段,宇晨建設開發有限公司,14,住宅區,住家用,鋼筋混凝土造,1110814,自售:無,成功段489地號,,111南工造字第02149號,,台南市善化區成功段及北小新段,台南市善化區成功段及北小新段,,,NONE,NONE,"{'builder': '宇晨建設開發有限公司', 'main_use': '住家用', 'household': '14', 'use_zoning': '住宅區', 'declare_date': '1110814', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:無', 'building_permit_no': '111南工造字第02149號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
736,presale_csv,善化區|徠茵河|牛庄109號旁|(113)南工造字第01795號,善化區,徠茵河,牛庄109號旁,吉立寶投資股份有限公司,24,鄉村區乙種建築用地,集合住宅,鋼筋混凝土造,1130916,自售:無,北子店段二小段259地號,,(113)南工造字第01795號,,台南市善化區牛庄109號旁,台南市善化區牛庄109號,,,NONE,NONE,"{'builder': '吉立寶投資股份有限公司', 'main_use': '集合住宅', 'household': '24', 'use_zoning': '鄉村區乙種建築用地', 'declare_date': '1130916', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:無', 'building_permit_no': '(113)南工造字第01795號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
225,presale_csv,善化區|恆鵬 陽光四季|蓮潭里17鄰366號小新國小對面|(111)南工造字第00539號,善化區,恆鵬 陽光四季,蓮潭里17鄰366號小新國小對面,恆鵬建設股份有限公司 (負責人:嚴榮華),96,生活服務區(第二種住宅),住家用,鋼筋混凝土造,1110531,自售:無,善新段205地號,,(111)南工造字第00539號,,台南市善化區蓮潭里17鄰366號小新國小對面,台南市善化區蓮潭里17鄰366號,,,NONE,NONE,"{'builder': '恆鵬建設股份有限公司 (負責人:嚴榮華)', 'main_use': '住家用', 'household': '96', 'use_zoning': '生活服務區(第二種住宅)', 'declare_date': '1110531', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:無', 'building_permit_no': '(111)南工造字第00539號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
247,presale_csv,善化區|承安永平7|小新營|(111)年南工造字第01478號,善化區,承安永平7,小新營,承安建設有限公司,29,住宅區,集合住宅,鋼筋混凝土,1110627,自售:無,南小新段764地號,,(111)年南工造字第01478號,,台南市善化區小新營,台南市善化區小新營,,,NONE,NONE,"{'builder': '承安建設有限公司', 'main_use': '集合住宅', 'household': '29', 'use_zoning': '住宅區', 'declare_date': '1110627', 'main_material': '鋼筋混凝土', 'building_lands': None, 'selling_period': '自售:無', 'building_permit_no': '(111)年南工造字第01478號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
185,presale_csv,善化區|曉幸運|小新營141-2和142-1中間|111年南工造字第00019號,善化區,曉幸運,小新營141-2和142-1中間,安賀建設有限公司,30,住宅區,集合住宅,鋼筋混凝土造,1110407,自售:1110407~1130331,成功段757地號,,111年南工造字第00019號,,台南市善化區小新營141-2和142-1中間,台南市善化區小新營141-2和142-1中間,,,NONE,NONE,"{'builder': '安賀建設有限公司', 'main_use': '集合住宅', 'household': '30', 'use_zoning': '住宅區', 'declare_date': '1110407', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:1110407~1130331', 'building_permit_no': '111年南工造字第00019號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
633,presale_csv,善化區|書卷田|東勢寮|(112)南工造字第01019號,善化區,書卷田,東勢寮,麥傑宇茱貝股份有限公司 法定代表人王裕成,8,鄉村區,住家用,鋼筋混凝土造,1130416,自售:1130420~1131231,東勢寮段二小段1258-4地號,,(112)南工造字第01019號,,台南市善化區東勢寮,台南市善化區東勢寮,,,NONE,NONE,"{'builder': '麥傑宇茱貝股份有限公司 法定代表人王裕成', 'main_use': '住家用', 'household': '8', 'use_zoning': '鄉村區', 'declare_date': '1130416', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:1130420~1131231', 'building_permit_no': '(112)南工造字第01019號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
223,presale_csv,善化區|朋緯不二3期|牛庄135之25號旁|(110)南工造字第04232號,善化區,朋緯不二3期,牛庄135之25號旁,朋緯建築開發有限公司 代表人:梁丰緯,8,鄉村區乙種建築用地,集合住宅,鋼筋混凝土造,1110526,自售:無,北子店段二小段458-4地號,,(110)南工造字第04232號,,台南市善化區牛庄135之25號旁,台南市善化區牛庄135之25號,,,NONE,NONE,"{'builder': '朋緯建築開發有限公司 代表人:梁丰緯', 'main_use': '集合住宅', 'household': '8', 'use_zoning': '鄉村區乙種建築用地', 'declare_date': '1110526', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:無', 'building_permit_no': '(110)南工造字第04232號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
242,presale_csv,善化區|樂樂南科|茄拔段ㄧ小段|,善化區,樂樂南科,茄拔段ㄧ小段,泰廣建設有限公司負責人：范朝棟,159,鄉村區乙種建築用地,住家用、停車空間,鋼筋混凝土造,1110622,自售:1110628~1131231,茄拔段一小段1312-1地號,,,,台南市善化區茄拔段ㄧ小段,台南市善化區茄拔段ㄧ小段,,,NONE,NONE,"{'builder': '泰廣建設有限公司負責人：范朝棟', 'main_use': '住家用、停車空間', 'household': '159', 'use_zoning': '鄉村區乙種建築用地', 'declare_date': '1110622', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:1110628~1131231', 'building_permit_no': None, 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
475,presale_csv,善化區|沅恆拾玥|東勢寮|(112)南工造字第01314號,善化區,沅恆拾玥,東勢寮,沅恆建設股份有限公司負責人:黃煒智,58,鄉村區乙種建築用地,集合住宅、停車空間,鋼筋混凝土造,1120612,自售:無,東勢寮段二小段1176地號,,(112)南工造字第01314號,,台南市善化區東勢寮,台南市善化區東勢寮,,,NONE,NONE,"{'builder': '沅恆建設股份有限公司負責人:黃煒智', 'main_use': '集合住宅、停車空間', 'household': '58', 'use_zoning': '鄉村區乙種建築用地', 'declare_date': '1120612', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:無', 'building_permit_no': '(112)南工造字第01314號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
519,presale_csv,善化區|沅恆首哲|六分寮|(112)南工造字第01097號,善化區,沅恆首哲,六分寮,沅恆建設股份有限公司,24,鄉村區乙種建築用地,集合住宅,鋼筋混凝土造,1120830,自售:無,德興段650地號,,(112)南工造字第01097號,,台南市善化區六分寮,台南市善化區六分寮,,,NONE,NONE,"{'builder': '沅恆建設股份有限公司', 'main_use': '集合住宅', 'household': '24', 'use_zoning': '鄉村區乙種建築用地', 'declare_date': '1120830', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:無', 'building_permit_no': '(112)南工造字第01097號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
245,presale_csv,善化區|沅陞拾美莊園|什乃里|(111)南工造字第00877-01號,善化區,沅陞拾美莊園,什乃里,沅陞建設股份有限公司,41,鄉村區乙種建築用地,住家用,鋼筋混凝土造,1110627,自售:無,什美段747地號,,(111)南工造字第00877-01號,,台南市善化區什乃里,台南市善化區什乃里,,,NONE,NONE,"{'builder': '沅陞建設股份有限公司', 'main_use': '住家用', 'household': '41', 'use_zoning': '鄉村區乙種建築用地', 'declare_date': '1110627', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:無', 'building_permit_no': '(111)南工造字第00877-01號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
639,presale_csv,善化區|沅陞拾萃莊園|什乃里|(113)南工造字第00504號,善化區,沅陞拾萃莊園,什乃里,沅陞建設股份有限公司,66,鄉村區乙種建築用地,住家用,鋼筋混凝土造,1130508,自售:無,什美段819地號,,(113)南工造字第00504號,,台南市善化區什乃里,台南市善化區什乃里,,,NONE,NONE,"{'builder': '沅陞建設股份有限公司', 'main_use': '住家用', 'household': '66', 'use_zoning': '鄉村區乙種建築用地', 'declare_date': '1130508', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:無', 'building_permit_no': '(113)南工造字第00504號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
387,presale_csv,善化區|淳真年代2|茄拔300號之2旁|(111)南工造字第03505號,善化區,淳真年代2,茄拔300號之2旁,淳真國際投資控股有限公司,75,鄉村區乙種建築用地,住宅,鋼筋混凝土造,1120118,自售:無,茄拔段一小段1532地號,,(111)南工造字第03505號,,台南市善化區茄拔300號之2旁,台南市善化區茄拔300號,,,NONE,NONE,"{'builder': '淳真國際投資控股有限公司', 'main_use': '住宅', 'household': '75', 'use_zoning': '鄉村區乙種建築用地', 'declare_date': '1120118', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:無', 'building_permit_no': '(111)南工造字第03505號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
12,presale_csv,善化區|湖畔寶石捷|牛庄|(110)南工造字第2021-2065號,善化區,湖畔寶石捷,牛庄,尚合力建設有限公司,45,鄉村區乙種建築用地,住家用,鋼筋混凝土造,1100810,自售:1100601~1111231,北子店段二小段290地號,,(110)南工造字第2021-2065號,,台南市善化區牛庄,台南市善化區牛庄,,,NONE,NONE,"{'builder': '尚合力建設有限公司', 'main_use': '住家用', 'household': '45', 'use_zoning': '鄉村區乙種建築用地', 'declare_date': '1100810', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:1100601~1111231', 'building_permit_no': '(110)南工造字第2021-2065號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
545,presale_csv,善化區|真工會館2|六分寮180號旁|(112)南工造字第01455號,善化區,真工會館2,六分寮180號旁,真工建設開發有限公司,36,鄉村區乙種建築用地,集合住宅,鋼筋混凝土造,1121015,自售:1121020~1151231,大同段656地號,,(112)南工造字第01455號,,台南市善化區六分寮180號旁,台南市善化區六分寮180號,,,NONE,NONE,"{'builder': '真工建設開發有限公司', 'main_use': '集合住宅', 'household': '36', 'use_zoning': '鄉村區乙種建築用地', 'declare_date': '1121015', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:1121020~1151231', 'building_permit_no': '(112)南工造字第01455號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
409,presale_csv,善化區|美麗?南科|東勢寮168號旁|(111)南工造字第02097號,善化區,美麗?南科,東勢寮168號旁,銘峰開發建設有限公司,87,鄉村區乙種建築用地,集合住宅、停車空間,鋼筋混凝土,1120303,自售:1120401~·,東勢寮段二小段869地號,,(111)南工造字第02097號,,台南市善化區東勢寮168號旁,台南市善化區東勢寮168號,,,NONE,NONE,"{'builder': '銘峰開發建設有限公司', 'main_use': '集合住宅、停車空間', 'household': '87', 'use_zoning': '鄉村區乙種建築用地', 'declare_date': '1120303', 'main_material': '鋼筋混凝土', 'building_lands': None, 'selling_period': '自售:1120401~\x8c·', 'building_permit_no': '(111)南工造字第02097號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
744,presale_csv,善化區|美麗綣公園|小新營|(113)南工造字第01038號,善化區,美麗綣公園,小新營,長寬建築股份有限公司,7,住宅區,住家用,鋼筋混凝土造,1130930,自售:113年10月15日至銷售完畢止,北小新段765-1地號,,(113)南工造字第01038號,,台南市善化區小新營,台南市善化區小新營,,,NONE,NONE,"{'builder': '長寬建築股份有限公司', 'main_use': '住家用', 'household': '7', 'use_zoning': '住宅區', 'declare_date': '1130930', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:113年10月15日至銷售完畢止', 'building_permit_no': '(113)南工造字第01038號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
569,presale_csv,善化區|良茂合心城-合美館|南126鄉道什乃48號後面|(111)南工造字第01392-02號,善化區,良茂合心城-合美館,南126鄉道什乃48號後面,良住建設股份有限公司,92,鄉村區乙種建築用地,集合住宅,鋼筋混凝土造,1121205,自售:1130501~1170723,什美段895地號,,(111)南工造字第01392-02號,,台南市善化區南126鄉道什乃48號後面,台南市善化區南126鄉道什乃48號,,,NONE,NONE,"{'builder': '良住建設股份有限公司', 'main_use': '集合住宅', 'household': '92', 'use_zoning': '鄉村區乙種建築用地', 'declare_date': '1121205', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:1130501~1170723', 'building_permit_no': '(111)南工造字第01392-02號', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
652,presale_csv,善化區|蒔青風|什乃18-3號旁|(113)南工造字00950,善化區,蒔青風,什乃18-3號旁,商捷建設股份有限公司,10,特定農業區甲種建築用地,住家用,鋼筋混凝土造,1130530,自售:1130601~1160531,曾文段1649-2地號,,(113)南工造字00950,,台南市善化區什乃18-3號旁,台南市善化區什乃18號,,,NONE,NONE,"{'builder': '商捷建設股份有限公司', 'main_use': '住家用', 'household': '10', 'use_zoning': '特定農業區甲種建築用地', 'declare_date': '1130530', 'main_material': '鋼筋混凝土造', 'building_lands': None, 'selling_period': '自售:1130601~1160531', 'building_permit_no': '(113)南工造字00950', 'building_permit_date': None, 'first_registration_date': None}",2026-03-19 15:48:10.336040+00:00,2026-03-20 12:41:06.145999+00:00,
