edu_code,school_name,stage,school_type,district,address_norm,lon,lat,geom,center_source,match_level,dist_m,updated_at,addr_raw
114654,市立新市國小,國小,公立,新市區,台南市新市區中興街1號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[744]臺南市新市區中興街1號
114X17,新市區大社國民小學附設幼兒園,幼稚園,公立,新市區,台南市新市39號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[744]臺南市新市區大社里5鄰39號
111XBX,私立心之寶幼兒園,幼稚園,私立,新市區,台南市新市大營131號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[744]臺南市新市區大營里24鄰大營131-51號
111XBY,私立愛心幼兒園,幼稚園,私立,新市區,台南市新市537號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[744]臺南市新市區潭頂里14鄰537-13號
111Y33,私立蕃茄幼兒園,幼稚園,私立,新市區,台南市新市永就94號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[744]臺南市新市區永就里9鄰永就94-6號
114735,市立土庫國小,國小,公立,新營區,台南市新營區71之1號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[730]臺南市新營區土庫里71之1號
114532,市立太子國中,國中,公立,新營區,台南市新營區140號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[730]臺南市新營區太北里140-21號
114730,市立新橋國小,國小,公立,新營區,台南市新營區1號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[730]臺南市新營區鐵線里1號
114731,市立新營區新興國小,國小,公立,新營區,台南市新營區316號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[730]臺南市新營區太南里316號
114734,市立新生國小,國小,公立,新營區,台南市新營區52號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[730]臺南市新營區姑爺里52號
114X47,新營區土庫國民小學附設幼兒園,幼稚園,公立,新營區,台南市新營區71號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[730]臺南市新營區土庫里8鄰71-1號
114X44,新營區新興國民小學附設幼兒園,幼稚園,公立,新營區,台南市新營區316號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[730]臺南市新營區太南里19鄰316號
111321,私立中信高中,高中,私立,新營區,台南市新營區大同路86號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[730]臺南市新營區大同路86號
111X77,私立大華幼兒園,幼稚園,私立,新營區,台南市新營區太子宮1號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[730]臺南市新營區太北里1鄰太子宮1-11號
111X9N,私立龍太子幼兒園,幼稚園,私立,新營區,台南市新營區太子宮314號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[730]臺南市新營區太南里19鄰太子宮314-2號
211X68,國立成功大學附設私立員工子女幼兒園,幼稚園,私立,東區,台南市東區大學路1之3號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[701]臺南市東區大學里20鄰大學路1之3號
211X99,私立人上人幼兒園,幼稚園,私立,東區,台南市東區長榮路2段32巷8號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[701]臺南市東區東安里5鄰長榮路二段32巷8號
211XBG,私立小太陽幼兒園,幼稚園,私立,東區,台南市東區林森路1段153巷58號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[701]臺南市東區泉南里32鄰林森路一段153巷58號
211XBQ,私立童話世界幼兒園,幼稚園,私立,東區,台南市東區崇德廿二街65號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[701]臺南市東區崇文里25鄰崇德廿二街65號
114775,市立吉貝耍國小,國小,公立,東山區,台南市東山區15號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[733]臺南市東山區東河里15號
114538,市立東原國中,國中,公立,東山區,台南市東山區瓦厝70號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[733]臺南市東山區東原里瓦厝70號
114772,市立東原國小,國小,公立,東山區,台南市東山區8號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[733]臺南市東山區東原里23鄰8號
114770,市立東山國小,國小,公立,東山區,台南市東山區青業路2段49號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[733]臺南市東山區東中里青業路二段49號
114771,市立聖賢國小,國小,公立,東山區,台南市東山區田尾29號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[733]臺南市東山區聖賢里田尾29號
114774,市立青山國小,國小,公立,東山區,台南市東山區16號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[733]臺南市東山區青山里16號
114X69,東山區吉貝耍國民小學附設幼兒園,幼稚園,公立,東山區,台南市東山區15號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[733]臺南市東山區東河里2鄰15號
114X67,東山區東原國民小學附設幼兒園,幼稚園,公立,東山區,台南市東山區8號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[733]臺南市東山區東原里23鄰8號
114X85,東山區聖賢國民小學附設幼兒園,幼稚園,公立,東山區,台南市東山區田尾29號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[733]臺南市東山區聖賢里12鄰田尾29號
114X68,東山區青山國民小學附設幼兒園,幼稚園,公立,東山區,台南市東山區16號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[733]臺南市東山區青山里1鄰16號
111XA8,私立幸福幼兒園,幼稚園,私立,東山區,台南市東山區東山320號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[733]臺南市東山區東山里21鄰東山320號
111XA9,私立慈仁幼兒園,幼稚園,私立,東山區,台南市東山區凹仔腳47號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[733]臺南市東山區大客里20鄰凹仔腳47號
111325,私立華濟永安高中,高中,私立,東山區,台南市東山區頂窩65號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[733]臺南市東山區聖賢里頂窩65號
114761,市立太康國小,國小,公立,柳營區,台南市柳營區4之1號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[736]臺南市柳營區太康里4之1號
114762,市立新山國小,國小,公立,柳營區,台南市柳營區新吉庄28之1號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[736]臺南市柳營區旭山里新吉庄28之1號
114759,市立果毅國小,國小,公立,柳營區,台南市柳營區61號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[736]臺南市柳營區果毅里61號
114X63,柳營區太康國民小學附設幼兒園,幼稚園,公立,柳營區,台南市柳營區4號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[736]臺南市柳營區太康里1鄰4-1號
114X84,柳營區新山國民小學附設幼兒園,幼稚園,公立,柳營區,台南市柳營區新吉庄28號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[736]臺南市柳營區旭山里4鄰新吉庄28-1號
114X61,柳營區果毅國民小學附設幼兒園,幼稚園,公立,柳營區,台南市柳營區61號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[736]臺南市柳營區果毅里6鄰61號
111326,私立新榮高中,高中,私立,柳營區,台南市柳營區132之12號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[736]臺南市柳營區光福里132之12號
111X70,私立欣榮幼兒園,幼稚園,私立,柳營區,台南市柳營區132號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[736]臺南市柳營區光福里25鄰132-12號
111XA2,私立皇明幼兒園,幼稚園,私立,柳營區,台南市柳營區五軍營38號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[736]臺南市柳營區重溪里20鄰五軍營38號
111XE8,私立貝特幼兒園,幼稚園,私立,柳營區,台南市柳營區義士路ㄧ段661號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[736]臺南市柳營區篤農里19鄰義士路ㄧ段661號
111Y57,私立仁愛幼兒園,幼稚園,私立,歸仁區,台南市歸仁區成功三街255號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[711]臺南市歸仁區看西里23鄰成功三街255號
114625,市立三村國小,國小,公立,永康區,台南市永康區鹽行路2號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[710]臺南市永康區塩洲里鹽行路2號
114782,市立永信國小,國小,公立,永康區,台南市永康區復華7街166號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[710]臺南市永康區復華7街166號
114Y09,永康區三村國民小學附設幼兒園,幼稚園,公立,永康區,台南市永康區鹽行路2號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[710]臺南市永康區塩洲里2鄰鹽行路2號
111XD2,私立上恩幼兒園,幼稚園,私立,永康區,台南市永康區大灣路40巷76號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[710]臺南市永康區北灣里35鄰大灣路40巷76號
111Y19,私立娃娃幼兒園,幼稚園,私立,永康區,台南市永康區中華路280之32號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[710]臺南市永康區中興里17鄰中華路280之32號
111Y65,私立崑山科技大學附設臺南市幼兒園,幼稚園,私立,永康區,台南市永康區大灣路949號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[710]臺南市永康區崑山里8鄰大灣路949號
111XER,私立新皇家幼兒園,幼稚園,私立,永康區,台南市永康區中華路392號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[710]臺南市永康區五王里2鄰中華路392號1-3樓
111X69,私立艾迪斯幼兒園,幼稚園,私立,永康區,台南市永康區鹽洲一街27號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[710]臺南市永康區塩行里12鄰鹽洲一街27號
114637,市立層林國小,國小,公立,玉井區,台南市玉井區115號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[714]臺南市玉井區層林里115號
113K04,玉井區層林國民小學附設幼兒園,幼稚園,公立,玉井區,台南市玉井區115號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[714]臺南市玉井區層林里10鄰115號
111XCC,私立玉沙幼兒園,幼稚園,私立,玉井區,台南市玉井區3號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[714]臺南市玉井區沙田里1鄰3-3號
114753,市立仙草國小,國小,公立,白河區,台南市白河區22號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[732]臺南市白河區仙草里22號
213698,市立仙草國小-關嶺分校,國小,公立,白河區,台南市白河區22號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[732]臺南市白河區仙草里22號
114751,市立內角國小,國小,公立,白河區,台南市白河區1號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[732]臺南市白河區內角里1號
114756,市立大竹國小,國小,公立,白河區,台南市白河區3號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[732]臺南市白河區大竹里3號
114755,市立河東國小,國小,公立,白河區,台南市白河區83之1號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[732]臺南市白河區河東里83之1號
213697,市立河東國小-六溪分校,國小,公立,白河區,台南市白河區26號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[732]臺南市白河區六溪里26號
114749,市立玉豐國小,國小,公立,白河區,台南市白河區85號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[732]臺南市白河區玉豐里85號
114535,市立白河國中,國中,公立,白河區,台南市白河區三間厝220號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[732]臺南市白河區昇安里三間厝220號
114750,市立竹門國小,國小,公立,白河區,台南市白河區113號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[732]臺南市白河區竹門里113號
114X57,白河區內角國民小學附設幼兒園,幼稚園,公立,白河區,台南市白河區1號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[732]臺南市白河區內角里12鄰1號
114X59,白河區大竹國民小學附設幼兒園,幼稚園,公立,白河區,台南市白河區3號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[732]臺南市白河區大竹里1鄰3號
114X58,白河區河東國民小學附設幼兒園,幼稚園,公立,白河區,台南市白河區83號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[732]臺南市白河區河東里6鄰83-1號
114X56,白河區玉豐國民小學附設幼兒園,幼稚園,公立,白河區,台南市白河區85號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[732]臺南市白河區玉豐里10鄰85號
113K07,白河區竹門國民小學附設幼兒園,幼稚園,公立,白河區,台南市白河區113號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[732]臺南市白河區竹門里10鄰113號
111X9Z,白河區農會附設私立幼兒園,幼稚園,私立,白河區,台南市白河區新厝子71號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[732]臺南市白河區永安里18鄰新厝子71-127號
111X81,私立日光幼稚園,幼稚園,私立,白河區,台南縣白河鎮庄內86之21號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[732]臺南縣白河鎮庄內86之21號
114678,市立後營國小,國小,公立,西港區,台南市西港區3號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[723]臺南市西港區營西里3號
213694,市立後營國小-金砂分校,國小,公立,西港區,台南市西港區10號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[723]台南市西港區金砂里10-1號 
114680,市立松林國小,國小,公立,西港區,台南市西港區39之1號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[723]臺南市西港區檨林里39之1號
114676,市立港東國小,國小,公立,西港區,台南市西港區雙張廍1之1號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[723]臺南市西港區港東里雙張廍1之1號
114677,市立西港區成功國小,國小,公立,西港區,台南市西港區11號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[723]臺南市西港區竹林里11號
111XB6,私立福祺幼兒園,幼稚園,私立,西港區,台南市西港區中州27號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[723]臺南市西港區慶安里4鄰中州27-1號
111XB9,私立菩提幼兒園,幼稚園,私立,西港區,台南市西港區27號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[723]臺南市西港區西港里1鄰27-26號
114Y07,西港區後營國民小學附設幼兒園,幼稚園,公立,西港區,台南市西港區3號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[723]臺南市西港區營西里1鄰3號
114X87,西港區成功國民小學附設幼兒園,幼稚園,公立,西港區,台南市西港區11號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[723]臺南市西港區竹林里2鄰11號
114Y13,西港區港東國民小學附設幼兒園,幼稚園,公立,西港區,台南市西港區雙張廍1號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[723]臺南市西港區港東里9鄰雙張廍1-1號
114743,市立仁光國小,國小,公立,鹽水區,台南市鹽水區117號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[737]臺南市鹽水區舊營里117號
114739,市立坔頭港國小,國小,公立,鹽水區,台南市鹽水區202號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[737]臺南市鹽水區南港里202號
114744,市立岸內國小,國小,公立,鹽水區,台南市鹽水區新岸內96號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[737]臺南市鹽水區岸內里新岸內96號
114747,市立文昌國小,國小,公立,鹽水區,台南市鹽水區10之3號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[737]臺南市鹽水區後宅里10之3號
114738,市立歡雅國小,國小,公立,鹽水區,台南市鹽水區31號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[737]臺南市鹽水區歡雅里31號
114742,市立竹埔國小,國小,公立,鹽水區,台南市鹽水區92之1號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[737]臺南市鹽水區竹埔里92之1號
114737,市立鹽水國小,國小,公立,鹽水區,台南市鹽水區朝琴路137號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[737]臺南市鹽水區朝琴路137號
111Y20,私立大衛營幼兒園,幼稚園,私立,鹽水區,台南市鹽水區和平路335號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[737]臺南市鹽水區岸內里7鄰和平路335號
114X99,鹽水區仁光國民小學附設幼兒園,幼稚園,公立,鹽水區,台南市鹽水區117號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[737]臺南市鹽水區舊營里3鄰117號
114X51,鹽水區坔頭港國民小學附設幼兒園,幼稚園,公立,鹽水區,台南市鹽水區202號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[737]臺南市鹽水區南港里9鄰202號
114X52,鹽水區岸內國民小學附設幼兒園,幼稚園,公立,鹽水區,台南市鹽水區新岸內96號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[737]臺南市鹽水區岸內里14鄰新岸內96號
114X53,鹽水區文昌國民小學附設幼兒園,幼稚園,公立,鹽水區,台南市鹽水區10號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[737]臺南市鹽水區後宅里3鄰10-3號
114X50,鹽水區歡雅國民小學附設幼兒園,幼稚園,公立,鹽水區,台南市鹽水區31號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[737]臺南市鹽水區歡雅里2鄰31號
114X89,鹽水區竹埔國民小學附設幼兒園,幼稚園,公立,鹽水區,台南市鹽水區92號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[737]臺南市鹽水區竹埔里5鄰92-1號
114X49,鹽水區鹽水國民小學附設幼兒園,幼稚園,公立,鹽水區,台南市鹽水區朝琴路137號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[737]臺南市鹽水區水秀里7鄰朝琴路137號
110410,國立曾文農工,高職,公立,麻豆區,台南市麻豆區南勢1號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[721]臺南市麻豆區南勢里南勢1號
114662,市立大山國小,國小,公立,麻豆區,台南市麻豆區大山腳1號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[721]臺南市麻豆區大山里大山腳1號
114663,市立安業國小,國小,公立,麻豆區,台南市麻豆區113號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[721]臺南市麻豆區安東里113號
114661,市立文正國小,國小,公立,麻豆區,台南市麻豆區86號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[721]臺南市麻豆區南勢里86號
114665,市立港尾國小,國小,公立,麻豆區,台南市麻豆區港尾9號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[721]臺南市麻豆區港尾里港尾9號
114667,市立紀安國小,國小,公立,麻豆區,台南市麻豆區231號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[721]臺南市麻豆區謝安里231號
114518,市立麻豆國中,國中,公立,麻豆區,台南市麻豆區36號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[721]臺南市麻豆區南勢里36號
114X9S,市立麻豆幼兒園,幼稚園,公立,麻豆區,台南市麻豆區溝仔墘2號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[721]臺南市麻豆區龍泉里1鄰溝仔墘2-6號
111XEP,私立大地暘光幼兒園,幼稚園,私立,麻豆區,台南市麻豆區客子寮293號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[721]臺南市麻豆區港尾里15鄰客子寮293號
111XAA,私立小天使幼兒園,幼稚園,私立,麻豆區,台南市麻豆區140號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[721]臺南市麻豆區磚井里13鄰140-38號
111XAC,私立福祐幼兒園,幼稚園,私立,麻豆區,台南市麻豆區關帝廟14號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[721]臺南市麻豆區南勢里2鄰關帝廟14-18號
111323,私立黎明高中,高中,私立,麻豆區,台南市麻豆區141號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[721]臺南市麻豆區磚井里141號
114X30,麻豆區北勢國民小學附設幼兒園,幼稚園,公立,麻豆區,台南市麻豆區北勢寮15號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[721]臺南市麻豆區北勢里10鄰北勢寮15號
114X77,麻豆區大山國民小學附設幼兒園,幼稚園,公立,麻豆區,台南市麻豆區大山腳1號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[721]臺南市麻豆區大山里1鄰大山腳1號
114X29,麻豆區文正國民小學附設幼兒園,幼稚園,公立,麻豆區,台南市麻豆區86號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[721]臺南市麻豆區南勢里25鄰86號
114Y06,麻豆區港尾國民小學附設幼兒園,幼稚園,公立,麻豆區,台南市麻豆區9號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[721]臺南市麻豆區港尾里5鄰9號
114Y01,麻豆區紀安國民小學附設幼兒園,幼稚園,公立,麻豆區,台南市麻豆區231號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[721]臺南市麻豆區謝安里9鄰231號
114508,市立龍崎國中,國中,公立,龍崎區,台南市龍崎區新市子258號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[719]臺南市龍崎區新市子258號
114620,市立龍崎國小,國小,公立,龍崎區,台南市龍崎區新市子41號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[719]臺南市龍崎區崎頂里新市子41號
213692,市立龍崎國小-龍船分校,國小,公立,龍崎區,台南市龍崎區苦苓湖10號,,,,NONE,NONE,,2026-03-24 14:31:41.155065+00,[719]台南市龍崎區龍船里苦苓湖10號
114XA6,市立龍崎幼兒園,幼稚園,公立,龍崎區,台南市龍崎區41號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[719]臺南市龍崎區崎頂里2鄰41號
114X93,龍崎區龍崎國民小學附設幼兒園,幼稚園,公立,龍崎區,台南市龍崎區新市子41號,,,,NONE,NONE,,2026-03-24 14:33:07.485991+00,[719]臺南市龍崎區崎頂里2鄰新市子41號
