鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
歸仁區,房地(土地+建物)+車位,臺南市歸仁區歸仁五路１７２號四樓之１,29.27,住,,,1141102,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140113,145.10000000000002,2,2,2,有,有,14980000,105861,坡道平面,19.18,1650000,,RPPNMLKMKIKGFID08DA,75.37,0.0,6.64,有,
關廟區,土地,龜洞段504地號,2794.0,,一般農業區,農牧用地,1141114,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5550000,1986,,0.0,0,農作物；,RPTOMLKMKIKGFID58DA,0.0,0.0,0.0,無,
仁德區,房地(土地+建物),臺南市仁德區德洋一街１３號,73.76,住,,,1141129,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0740630,133.75,3,2,3,有,無,7380000,55178,,0.0,0,其他增建；,RPTOMLTKJHLGFID56DA,122.53,0.0,11.22,無,0193
仁德區,房地(土地+建物),臺南市仁德區義林南路９７６巷１２號,193.43,工,,,1141115,土地3建物1車位0,全,二層,透天厝,工業用,鋼筋混凝土造,0830430,213.73,3,2,2,有,無,16250000,76031,,0.0,0,陽台增建頂樓加蓋；其他增建；,RPVNMLLLJHLGFID58DA,191.09,22.64,0.0,無,
永康區,房地(土地+建物),臺南市永康區復國一路１６２號,112.94,住,,,1141128,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,1140505,301.88,4,2,5,有,無,40200000,133165,,0.0,0,,RPTNMLOLKIKGFKD98DA,281.52,0.0,20.36,有,
永康區,房地(土地+建物),臺南市永康區大灣路４０巷２０９弄１號八樓之３,18.46,住,,,1141124,土地1建物1車位0,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830104,98.14,3,2,2,有,有,4650000,47381,,0.0,0,,RPWNMLKLJHLGFKD78DA,72.12,0.0,5.83,有,
官田區,房地(土地+建物),臺南市官田區神田路１３９號,74.28,住,,,1141101,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1140905,123.56,3,2,4,有,無,10000000,80932,,0.0,0,,RPPNMLKLJHLGFFD67EA,112.64,0.0,10.92,無,
七股區,土地,新篤加段267地號,241.57,,一般農業區,水利用地,1141128,土地17建物0車位0,,,其他,,,,0.0,0,0,0,無,無,252450,1045,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLMKKIKGFGD08EA,0.0,0.0,0.0,無,
七股區,土地,新篤加段334地號,128.86,,一般農業區,水利用地,1141128,土地5建物0車位0,,,其他,,,,0.0,0,0,0,無,無,134650,1045,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLMKKIKGFGD18EA,0.0,0.0,0.0,無,
將軍區,土地,山子段2418地號,1576.0,,一般農業區,農牧用地,1141127,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1239666,787,,0.0,0,地清或未辦繼承標售；,RPQNMLLLJHLGFGD97EA,0.0,0.0,0.0,無,
安平區,房地(土地+建物)+車位,臺南市安平區永華路二段６５１號二樓之７,14.62,商,,,1141130,土地1建物1車位1,二層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121108,153.09,2,2,2,有,有,13300000,92818,坡道平面,25.96,1500000,,RPVNMLKMJIKGFAD77DA,70.25,5.18,7.21,有,0194
安平區,房地(土地+建物)+車位,臺南市安平區永華八街２１８號六樓之１,28.69,住,,,1141114,土地1建物1車位2,六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140326,238.49,4,2,2,有,有,20600000,86377,坡道平面,63.46,0,,RPPOMLMJKIKGFAD27DA,102.37,0.0,10.96,有,0195
安平區,房地(土地+建物),臺南市安平區平豐路２１０號五樓之１０,13.24,住,,,1141113,土地6建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840711,68.94,2,2,1,有,有,4100000,59472,,0.0,0,,RPQOMLTKJHLGFAD08DA,48.2,0.0,2.64,有,
安南區,房地(土地+建物),臺南市安南區郡安路四段２４９巷５７號,80.36,住,,,1141125,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0700605,124.23,5,2,3,有,無,7850000,63189,,0.0,0,頂樓加蓋；其他增建；,RPUNMLPKJHLGFBD08DA,124.23,0.0,0.0,無,
安南區,房地(土地+建物),臺南市安南區國安街１５６巷１７１弄３９號,171.61,住,,,1141103,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0700413,129.36,3,2,2,有,無,10600000,81942,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLKLJHLGFBD37DA,129.36,0.0,0.0,無,
南區,房地(土地+建物)+車位,臺南市南區大同路二段１３２號九樓之１,33.01,住,,,1141125,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881021,139.12,3,2,2,有,有,7980000,57361,坡道平面,0.0,0,,RPWOMLOKJHLGFCD38DA,81.29,0.0,8.17,有,
東山區,土地,北勢寮段570地號,69.18,,鄉村區,乙種建築用地,1141130,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,720000,10408,,0.0,0,未登記建物；,RPPNMLMLJHLGFED67DA,0.0,0.0,0.0,無,
麻豆區,房地(土地+建物),臺南市麻豆區麻口一街１３８巷７號,105.89,住,,,1141126,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1140613,192.4,4,2,4,有,有,11800000,61331,,0.0,0,,RPTNMLPKJHLGFFD38DA,179.63,0.0,12.77,無,
麻豆區,房地(土地+建物),臺南市麻豆區麻口一街１３８巷１７號,111.48,住,,,1141109,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1140613,202.74,4,2,4,有,有,12300000,60669,,0.0,0,,RPUNMLPKJHLGFFD48DA,193.24,0.0,9.5,無,
麻豆區,房地(土地+建物),臺南市麻豆區麻口一街１３８巷１９號,115.2,住,,,1141117,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1140613,214.03,4,2,4,有,有,13500000,63075,,0.0,0,,RPWNMLPKJHLGFFD68DA,202.53,0.0,11.5,無,
善化區,土地,南小新段510地號,505.82,住,,,1141117,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,25755183,50918,,0.0,0,1.因通知土地共有人是否優先購買買賣雙方協議以114.12.8為買賣公契訂立日期.2.南小新段510地號買賣價款為新台幣22483020元3.南小新段511-1地號買賣價款為新台幣64720元4.南小新段507地號買賣價款為新台幣883340元5.南小新段511地號買賣價款為新台幣2314103元6.未保存建物小新營140號買賣價款為新台幣1萬元.未登記建物；,RPPNMLNKKIKGFHD08DA,0.0,0.0,0.0,無,
善化區,房地(土地+建物),臺南市善化區陽明新村１０７號,92.05,住,,,1141122,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0811201,125.38,5,3,3,有,無,7900000,63008,,0.0,0,頂樓加蓋；其他增建；,RPUOMLTLKIKGFHD76DA,123.03,0.0,2.35,無,
善化區,土地,六分段1211地號,2150.52,,特定農業區,農牧用地,1141102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,6180000,2874,,0.0,0,農作物；,RPTNMLLLJHLGFHD28DA,0.0,0.0,0.0,無,
歸仁區,土地,大成段47地號,153.52,都市：其他:道路用地,,,1141113,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,560000,3648,,0.0,0,包含公共設施保留地用地；,RPSOMLNLKIKGFID68DA,0.0,0.0,0.0,無,
仁德區,房地(土地+建物),臺南市仁德區保安里保學一街４５巷２１號,119.59,住,,,1141123,土地4建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0950929,166.77,7,0,7,有,無,10500000,62961,,0.0,0,其他增建；,RPVNMLNKJHLGFID68DA,154.55,1.26,10.96,無,0196
永康區,房地(土地+建物)+車位,臺南市永康區中華二路２６６巷１６號五樓之３,13.07,住,,,1141109,土地1建物1車位1,五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860128,159.32999999999998,3,2,2,有,有,10000000,62763,坡道機械,0.0,0,陽台外推；其他增建；,RPPNMLTJJIKGFKD78DA,94.76,1.42,11.14,有,
永康區,房地(土地+建物),臺南市永康區大同街８７巷３０號,87.3,住,,,1141128,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1140311,259.32,5,2,5,有,無,24600000,94863,,0.0,0,,RPQNMLRLKIKGFKD98DA,238.12,0.0,21.2,無,
永康區,房地(土地+建物)+車位,臺南市永康區東橋三路１３０號十樓之６,11.27,商,,,1141111,土地1建物1車位1,十層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1050512,108.78,2,2,1,有,有,11660000,107189,坡道平面,19.98,0,,RPVNMLKMKIKGFKD88DA,52.34,0.54,5.07,有,0197
玉井區,房地(土地+建物),臺南市玉井區玉安街１９０號,83.91,住,,,1141122,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0740418,109.57,7,2,2,有,無,2530000,23090,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；未登記建物；未登記建物；,RPPNMLNLJHLGFJD38EA,103.04,0.0,6.53,無,
北區,房地(土地+建物)+車位,臺南市北區中華北路一段１０５巷５０號三樓之１,27.52,住,,,1141108,土地1建物1車位1,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831013,135.29,3,2,2,有,有,9700000,71698,坡道平面,0.0,0,,RPOOMLTJJHLGFAD77DA,82.39,0.0,7.67,有,0198
安南區,房地(土地+建物),臺南市安南區安中路四段１５４巷３２號,73.06,住,,,1141122,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1121211,167.95,4,2,5,有,有,16800000,100030,,0.0,0,,RPWNMLMJKIKGFBD97DA,158.72,0.0,9.23,無,
安南區,房地(土地+建物)+車位,臺南市安南區慶安路１７５巷１５號四樓之１,42.57,住,,,1141117,土地1建物1車位1,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080320,140.82,3,2,2,有,有,11800000,83795,一樓平面,0.0,0,,RPOOMLOKJHLGFBD47DA,85.76,0.0,9.98,有,0199
安南區,土地,海中段641-5地號,164.45,住,,,1141107,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,9500000,57768,,0.0,0,,RPQNMLLLJHLGFBD37DA,0.0,0.0,0.0,無,
南區,土地,南山段753-3地號,110.0,住,,,1141107,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4000000,36364,,0.0,0,未登記建物；,RPPOMLRJJHLGFCD87DA,0.0,0.0,0.0,無,0200
南區,房地(土地+建物),臺南市南區中華南路二段２１１巷３號,87.69,住,,,1141130,土地2建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0701218,176.73,4,3,3,有,無,10700000,60544,,0.0,0,頂樓加蓋；其他增建；,RPSNMLTKJHLGFCD38DA,160.81,0.0,15.92,無,
南區,房地(土地+建物),臺南市南區德興路１６４巷４０號四樓之８,12.11,住,,,1141120,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0811208,53.88,2,1,1,有,無,2750000,51039,,0.0,0,陽台外推；,RPXNMLKLJHLGFCD08DA,34.93,1.32,5.03,無,0201
鹽水區,房地(土地+建物),臺南市鹽水區康樂路１３５號,117.05,商,,,1141116,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0720210,228.78,6,4,7,有,無,11700000,51141,,0.0,0,其他增建；,RPPNMLPLJHLGFDD87DA,228.78,0.0,0.0,無,0202
麻豆區,房地(土地+建物),臺南市麻豆區南勢里１３鄰南勢２０號,291.49,農,,,1141127,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0770905,112.3,4,2,2,有,無,2700000,24043,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPOMLRJJHLGFFD18DA,109.8,0.0,2.5,無,
佳里區,土地,佳化段2144地號,1300.0,,特定農業區,農牧用地,1141121,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,7683800,5911,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPPOMLNLJHLGFGD08DA,0.0,0.0,0.0,無,
善化區,土地,溪美段1225地號,2902.97,,特定專用區,農牧用地,1141123,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,21000000,7234,,0.0,0,,RPPNMLQJKIKGFHD28DA,0.0,0.0,0.0,無,
善化區,房地(土地+建物)+車位,臺南市善化區陽光大道４４７號五樓之８,42.22,住,,,1141114,土地1建物1車位1,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1140124,132.26,3,2,2,有,有,13990000,124950,坡道平面,33.1,1600000,,RPPPMLTJJHLGFHD68DA,61.84,0.0,4.67,有,
仁德區,房地(土地+建物),臺南市仁德區仁德里文善街７６號二樓,59.65,住,,,1141130,土地1建物1車位0,二層,四層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030925,166.89000000000001,4,2,4,有,無,16000000,95872,,0.0,0,本件買賣包括地下室一樓，有7格機車停車位，約定專用之使用權位置已經特定。增建部分為露台。房屋仍有租約至115.10.9止，每一個月租金為35000元買方同意繼受。土地部分，係買受土地謄本土地所有權部，其中0001登記次序:0012，此部分之土地；予0013、0014無關。親友、員工、共有人或其他特殊關係間之交易；陽台外推；,RPRNMLKKJHLGFID97DA,123.32,0.0,14.64,有,
仁德區,房地(土地+建物),臺南市仁德區仁義里中正路二段６６２號,108.56,工,,,1141111,土地1建物1車位0,全,二層,透天厝,住工用,加強磚造,0681120,139.1,1,3,3,有,無,11800000,84831,,0.0,0,其他增建；,RPROMLTKJHLGFID98DA,136.7,0.0,2.4,無,
永康區,房地(土地+建物),臺南市永康區大同街８７巷３６號,74.83,住,,,1141129,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1140311,188.25,5,2,3,有,無,20850000,110757,,0.0,0,,RPPPMLMLKIKGFKD58DA,166.02,0.0,22.23,無,
安平區,房地(土地+建物)+車位,臺南市安平區建平七街５６０號四樓之３,8.76,商,,,1141101,土地1建物1車位1,四層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121108,92.41,2,2,2,有,有,8200000,96115,坡道機械,18.54,1100000,含裝潢費；含傢俱設備費；,RPQNMLQLJHLGFAD77DA,42.22,2.35,3.34,有,
安南區,房地(土地+建物),臺南市安南區鹽田路３４７號,102.47,住,,,1141130,土地2建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0950918,166.45,4,2,4,有,無,9500000,57074,,0.0,0,頂樓加蓋；其他增建；,RPRNMLLJKIKGFBD37DA,151.76,0.0,14.69,無,
大內區,土地,頭社段32-73地號,1701.44,,山坡地保育區,農牧用地,1141124,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1050000,617,,0.0,0,台南市大內區頭社段120地號價格新台幣貳拾伍萬元整；台南市大內區頭社段32-73地號價格新台幣捌拾萬元整。,RPQNMLOKJHLGFFD97DA,0.0,0.0,0.0,無,
六甲區,房地(土地+建物),臺南市六甲區中社里中社３８７號,81.0,,鄉村區,乙種建築用地,1141104,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0760325,96.21,4,2,2,有,無,4200000,43655,,0.0,0,其他增建；,RPRNMLNLJHLGFFD08DA,92.28,0.0,3.93,無,0203
仁德區,土地,土庫段362-2地號,185.06,農,,,1141128,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1350938,7300,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLPJJHLGFID18DA,0.0,0.0,0.0,無,
仁德區,土地,土庫段362-3地號,122.61,農,,,1141128,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,895053,7300,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTOMLPJJHLGFID68DA,0.0,0.0,0.0,無,
楠西區,房地(土地+建物),臺南市楠西區茄拔路５２巷２６號,97.7,住,,,1141109,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1141015,158.03,4,2,4,有,無,7900000,49991,,0.0,0,預售屋、或土地及建物分件登記案件；,RPPNMLNLJHLGFJD28DA,143.95,0.0,14.08,無,
永康區,土地,永保段17地號,0.36,住,,,1141103,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,16200,0,,0.0,0,,RPRNMLMLJHLGFKD48DA,0.0,0.0,0.0,無,0204
永康區,房地(土地+建物),臺南市永康區鹽行里永安路１６５巷３０弄１９之５號,25.9,住,,,1141127,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0811216,126.63,3,2,2,有,無,5490000,43355,,0.0,0,頂樓加蓋；其他增建；,RPVNMLNLJHLGFKD98DA,72.25,0.0,14.69,有,
永康區,房地(土地+建物)+車位,臺南市永康區文化路２４２巷２６之３號,34.53,都市：其他:住宅區,,,1141123,土地2建物1車位1,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820818,144.98000000000002,3,2,2,有,無,7000000,48283,一樓平面,0.0,0,,RPPOMLNLJHLGFKD48DA,91.54,0.0,20.14,有,0205
北區,房地(土地+建物)+車位,臺南市北區北門路二段５２７巷２２號七樓之２,32.06,住,,,1141115,土地1建物1車位1,七層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0930329,148.57999999999998,3,2,2,有,有,9500000,63939,坡道平面,0.0,0,其他增建；,RPSNMLPKJIKGFAD77DA,86.01,0.0,11.01,有,
安平區,房地(土地+建物)+車位,臺南市安平區郡平路１８１號十二樓之３０,18.82,住,,,1141114,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880622,185.07999999999998,3,2,2,有,有,10800000,58353,坡道平面,0.0,0,,RPQOMLNLKIKGFAD67DA,109.51,2.28,12.7,有,
安平區,房地(土地+建物),臺南市安平區永華八街２號三樓之２,6.81,商,,,1141123,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960719,71.11,2,2,1,有,有,6000000,84376,,0.0,0,,RPPNMLRLJHLGFAD77DA,47.18,0.0,2.67,有,
安南區,房地(土地+建物)+車位,臺南市安南區溪東一街３號九樓,29.61,住,,,1141122,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101103,160.48000000000002,3,2,2,有,有,12500000,77891,坡道平面,24.69,0,,RPPPMLPKKIKGFBD87DA,79.52,0.0,11.62,有,0206
東區,房地(土地+建物),臺南市東區大同路二段７７號十一樓之１,8.38,都市：其他:住宅區,,,1141130,土地3建物1車位0,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831216,99.4,2,2,1,有,有,5650000,56841,,0.0,0,其他增建；,RPPNMLKMJIKGFCD37DA,56.48,0.0,9.47,有,
南區,房地(土地+建物),臺南市南區南樂街１０３巷２號,107.0,住,,,1141106,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0770304,185.45,4,2,3,有,無,16500000,88973,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；其他增建；,RPPNMLTJJHLGFCD97DA,185.45,0.0,0.0,無,
南區,土地,田成段822地號,189.01,住,,,1141118,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,19500000,103169,,0.0,0,,RPTNMLOKJHLGFCD97DA,0.0,0.0,0.0,無,
新營區,房地(土地+建物),臺南市新營區中正路５５１巷１０８號,116.27,,鄉村區,乙種建築用地,1141127,土地4建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1121004,185.34,4,2,3,有,無,14700000,79314,,0.0,0,,RPRNMLSLJHLGFDD38DA,165.01,0.0,20.33,無,0207
佳里區,房地(土地+建物)+車位,臺南市佳里區公園路６３６號五樓之６,32.27,住,,,1141129,土地1建物1車位1,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1141103,142.18,3,2,2,有,有,10020000,77186,坡道平面,27.91,1200000,,RPXNMLMLJHLGFGD68DA,72.84,0.0,7.85,有,
佳里區,房地(土地+建物),臺南市佳里區下營里下１３之７號,65.05,,鄉村區,乙種建築用地,1141121,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0690730,128.45,4,2,2,有,無,1700000,13235,,0.0,0,,RPXNMLRLJHLGFGD56DA,128.45,0.0,0.0,無,
新市區,房地(土地+建物),臺南市新市區大洲６８之１號,92.01,,鄉村區,乙種建築用地,1141110,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1140415,196.12,4,2,5,有,無,7470000,38089,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLSLJHLGFHD58DA,177.22,0.0,18.9,無,
新市區,房地(土地+建物),臺南市新市區大洲６８號,99.01,,鄉村區,乙種建築用地,1141110,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1140415,194.06,4,2,5,有,無,7530000,38802,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,SPPNMLSLJHLGFHD68DA,173.98,0.0,20.08,無,
仁德區,房地(土地+建物)+車位,臺南市仁德區太子里長興路３２號七樓之５,20.73,商,,,1141116,土地1建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041130,128.07,2,2,2,有,有,10250000,82479,坡道平面,15.92,1000000,,RPPNMLQKJIKGFID38DA,68.24,0.0,8.51,有,
仁德區,土地,林仔段935地號,141.14,農,,,1141111,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1380000,9778,,0.0,0,,RPTNMLQLKIKGFID98DA,0.0,0.0,0.0,無,
仁德區,土地,林仔段936地號,226.82,農,,,1141111,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2200000,9699,,0.0,0,,SPTNMLQLKIKGFID09DA,0.0,0.0,0.0,無,
仁德區,土地,林仔段940地號,114.8,農,,,1141111,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1130000,9843,,0.0,0,,TPTNMLQLKIKGFID56DA,0.0,0.0,0.0,無,
永康區,房地(土地+建物),臺南市永康區東橋七路３９３號,91.96,住,,,1141114,土地1建物1車位0,全,十五層,透天厝,住商用,鋼筋混凝土構造,1050829,230.53,4,3,5,有,有,28000000,121459,,0.0,0,,RPOOMLKLJHLGFKD08DA,208.78,1.0,20.72,無,
北區,房地(土地+建物)+車位,臺南市北區北門路二段５７６巷１２號三樓之１,36.32,住,,,1141122,土地1建物1車位1,三層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0930330,163.26,3,2,2,有,有,10100000,61865,坡道平面,0.0,0,,RPPNMLOLJHLGFAD47DA,100.7,0.0,11.84,有,
中西區,房地(土地+建物),臺南市中西區武聖路６９巷３０弄１３號,18.76,,,,1141116,土地1建物1車位0,一層，二層，騎樓,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0831108,129.91,2,1,3,有,有,8800000,67739,,0.0,0,1.壹樓空地增建、平台外推、平台增建、鐵鋁窗增建、遮雨棚增建。2.2樓前方為室內空間增建。其他增建；,RPVNMLSLJHLGFAD48DA,88.48,0.0,0.0,有,0208
安平區,房地(土地+建物),臺南市安平區建平七街８２０號,164.0,住,,,1141115,土地1建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土構造,1070111,500.74,5,3,6,有,無,52000000,103846,,0.0,0,頂樓加蓋；其他增建；,RPXNMLSLJHLGFAD68DA,463.6,0.0,37.14,有,0209
安南區,土地,溪墘段1604-21地號,12.4,住,,,1141119,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,750200,60500,,0.0,0,畸零地或有合併使用效益；,RPQNMLOLJIKGFBD67DA,0.0,0.0,0.0,無,
安南區,土地,新順段1098地號,433.26,住,,,1141117,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,28000000,64626,,0.0,0,,RPRNMLNKJHLGFBD57DA,0.0,0.0,0.0,無,
東區,房地(土地+建物)+車位,臺南市東區仁和路２５７號二樓之２,22.84,住,,,1141122,土地1建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1140205,158.5,3,2,2,有,有,15610000,111349,坡道平面,36.99,2080000,其他增建；,RPVNMLPLJIKGFCD38DA,71.09,0.0,6.1,有,
新營區,房地(土地+建物),臺南市新營區中營里１３鄰東山三路２號,723.48,工,,,1141119,土地3建物2車位0,全,一層,透天厝,工業用,鋼骨構造有牆,1050715,214.23,0,0,0,無,無,25200000,117631,,0.0,0,土地價款:新台幣2020萬元整建物價款:新台幣498萬元整含稅天車價款:新台幣2萬元整含稅夾層；,RPQNMLSLJHLGFDD28DA,214.23,0.0,0.0,無,
佳里區,房地(土地+建物),臺南市佳里區建南里１６鄰建中街１１７巷６號,123.31,住,,,1141109,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0660121,152.83,7,2,2,有,無,5700000,37296,,0.0,0,頂樓加蓋；,RPPNMLPJKIKGFGD08DA,152.83,0.0,0.0,無,
仁德區,土地,太乙段282地號,7812.85,工,,,1141104,土地7建物0車位0,,,其他,,,,0.0,0,0,0,無,無,398000000,50942,,0.0,0,,RPRNMLKLJHLGFID08DA,0.0,0.0,0.0,無,0210
永康區,建物,臺南市永康區東橋十街１８巷９號,0.0,,,,1141121,土地0建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土構造,1100616,198.96,4,2,4,有,有,13800000,69361,,0.0,0,建物坐落地號：橋北段28地號；,RPUNMLQLJHLGFKD56DA,176.48,0.0,22.1,無,0211
中西區,房地(土地+建物)+車位,臺南市中西區萬昌街９８號三樓,35.02,商,,,1141030,土地1建物1車位1,三層,八層,華廈(10層含以下有電梯),其他,鋼筋混凝土造,0861008,244.32,3,2,3,有,有,13200000,54028,升降機械,0.0,0,,RPRNMLMJKIKGFAD37DA,177.34,0.0,10.03,有,0212
安南區,房地(土地+建物),臺南市安南區青砂街一段５７２巷１１６弄６８之２號,102.93,住,,,1141019,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1140908,115.92,3,2,3,有,無,11334600,97780,,0.0,0,,RPQNMLTKJHLGFBD08DA,112.52,0.0,3.4,無,
安南區,土地,砂崙段764-21地號,54.12,都市：其他:細部計畫道路用地,,,1141019,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,245400,4534,,0.0,0,,SPQNMLTKJHLGFBD18DA,0.0,0.0,0.0,無,0176
東區,房地(土地+建物),臺南市東區德東街１５２號,122.0,住,,,1141030,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1001226,209.7,4,3,4,有,無,26980000,128660,,0.0,0,陽台外推；頂樓加蓋；其他增建；,RPPOMLOKJHLGFCD67DA,181.19,1.6,26.91,無,
